Dec 18 15:34:44 test kernel: [ 3419.607243] [TRACE_KVM] Buffer & to_replay created
Dec 18 15:34:44 test kernel: [ 3419.607281] [HAVFUZZ] Opened
Dec 18 15:35:15 test kernel: [ 3450.530160] [TRACE_KVM] The trarget vcpu is 3
Dec 18 15:35:15 test kernel: [ 3450.599605] [Trace KVM] Buffer reset
Dec 18 15:35:15 test kernel: [ 3450.599610] [TRACE_KVM] Buffer size changed
Dec 18 15:35:15 test kernel: [ 3450.599618] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 15:35:15 test kernel: [ 3450.599621] [TRACE_KVM] gran exit set to 0.
Dec 18 15:35:15 test kernel: [ 3450.599622] [TRACE_KVM] Control_execution set to 1.
Dec 18 15:35:15 test kernel: [ 3450.599624] [TRACE_KVM] tracing enabled
Dec 18 15:35:15 test kernel: [ 3450.651754] 0, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.665832] 1, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.680963] 2, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757423] 3, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757460] 4, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757488] 5, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757515] 6, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757542] 7, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757569] 8, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757596] 9, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757823] 10, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757857] 11, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.757885] 12, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.789051] 13, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.814088] 14, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.818934] 15, L1: 1.
Dec 18 15:35:15 test kernel: [ 3450.819043] 16, L1: 1.
