Dec 15 09:46:03 test kernel: [49200.134639] [TRACE_KVM] Buffer & to_replay created
Dec 15 09:46:03 test kernel: [49200.134676] [HAVFUZZ] Opened
Dec 15 09:46:34 test kernel: [49231.416594] [TRACE_KVM] The trarget vcpu is 3
Dec 15 09:46:34 test kernel: [49231.486449] [Trace KVM] Buffer reset
Dec 15 09:46:34 test kernel: [49231.486455] [TRACE_KVM] Buffer size changed
Dec 15 09:46:34 test kernel: [49231.486460] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 09:46:34 test kernel: [49231.486463] [TRACE_KVM] gran exit set to 0.
Dec 15 09:46:34 test kernel: [49231.486464] [TRACE_KVM] Control_execution set to 1.
Dec 15 09:46:34 test kernel: [49231.486466] [TRACE_KVM] tracing enabled
Dec 15 09:46:34 test kernel: [49231.493676] 0, L1: 1.
Dec 15 09:46:34 test kernel: [49231.493807] 1, L1: 1.
Dec 15 09:46:34 test kernel: [49231.495279] 2, L1: 1.
Dec 15 09:46:34 test kernel: [49231.496764] 3, L1: 1.
Dec 15 09:46:34 test kernel: [49231.533704] 4, L1: 1.
Dec 15 09:46:34 test kernel: [49231.556852] 5, L1: 1.
Dec 15 09:46:34 test kernel: [49231.559170] 6, L1: 1.
Dec 15 09:46:34 test kernel: [49231.624854] 7, L1: 1.
Dec 15 09:46:34 test kernel: [49231.654294] 8, L1: 1.
Dec 15 09:46:34 test kernel: [49231.655262] 9, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656229] 10, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656804] 11, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656847] 12, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656884] 13, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656923] 14, L1: 1.
Dec 15 09:46:34 test kernel: [49231.656959] 15, L1: 1.
Dec 15 09:46:34 test kernel: [49231.657301] 16, L1: 1.
Dec 15 09:46:34 test kernel: [49231.657340] 17, L1: 1.
Dec 15 09:46:34 test kernel: [49231.657378] 18, L1: 1.
Dec 15 09:46:34 test kernel: [49231.657662] 19, L1: 1.
Dec 15 09:46:34 test kernel: [49231.668001] 20, L1: 1.
Dec 15 09:46:34 test kernel: [49231.697076] 21, L1: 1.
Dec 15 09:46:34 test kernel: [49231.747230] 22, L1: 1.
Dec 15 09:46:34 test kernel: [49231.761237] 23, L1: 1.
Dec 15 09:46:34 test kernel: [49231.810536] 24, L1: 1.
Dec 15 09:46:34 test kernel: [49231.880841] 25, L1: 1.
Dec 15 09:46:34 test kernel: [49231.881133] 26, L1: 1.
Dec 15 09:46:35 test kernel: [49232.034329] 27, L1: 1.
Dec 15 09:46:35 test kernel: [49232.076869] 28, L1: 1.
Dec 15 09:46:35 test kernel: [49232.110288] 29, L1: 1.
Dec 15 09:46:35 test kernel: [49232.110536] 30, L1: 1.
Dec 15 09:46:35 test kernel: [49232.112274] 31, L1: 1.
Dec 15 09:46:35 test kernel: [49232.115680] 32, L1: 1.
Dec 15 09:46:35 test kernel: [49232.116148] 33, L1: 1.
Dec 15 09:46:35 test kernel: [49232.117226] 34, L1: 1.
Dec 15 09:46:35 test kernel: [49232.128842] 35, L1: 1.
Dec 15 09:46:35 test kernel: [49232.129081] 36, L1: 1.
Dec 15 09:46:35 test kernel: [49232.129224] 37, L1: 1.
Dec 15 09:46:35 test kernel: [49232.156964] 38, L1: 1.
Dec 15 09:46:35 test kernel: [49232.197215] 39, L1: 1.
Dec 15 09:46:35 test kernel: [49232.197810] 40, L1: 1.
Dec 15 09:46:35 test kernel: [49232.240842] 41, L1: 1.
Dec 15 09:46:35 test kernel: [49232.241017] 42, L1: 1.
Dec 15 09:46:35 test kernel: [49232.242015] 43, L1: 1.
Dec 15 09:46:35 test kernel: [49232.272979] 44, L1: 1.
