Dec 18 20:43:51 test kernel: [21966.455571] [TRACE_KVM] Buffer & to_replay created
Dec 18 20:43:51 test kernel: [21966.455607] [HAVFUZZ] Opened
Dec 18 20:44:21 test kernel: [21997.187139] [TRACE_KVM] The trarget vcpu is 3
Dec 18 20:44:22 test kernel: [21997.255682] [Trace KVM] Buffer reset
Dec 18 20:44:22 test kernel: [21997.255689] [TRACE_KVM] Buffer size changed
Dec 18 20:44:22 test kernel: [21997.255698] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 20:44:22 test kernel: [21997.255700] [TRACE_KVM] gran exit set to 0.
Dec 18 20:44:22 test kernel: [21997.255702] [TRACE_KVM] Control_execution set to 1.
Dec 18 20:44:22 test kernel: [21997.255703] [TRACE_KVM] tracing enabled
Dec 18 20:44:22 test kernel: [21997.269992] 0, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270026] 1, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270056] 2, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270086] 3, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270116] 4, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270145] 5, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270175] 6, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270204] 7, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270234] 8, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270263] 9, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270293] 10, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270323] 11, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270353] 12, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270382] 13, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270412] 14, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270441] 15, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270471] 16, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270500] 17, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270530] 18, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270560] 19, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270590] 20, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270619] 21, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270649] 22, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270678] 23, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270708] 24, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270737] 25, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270768] 26, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270797] 27, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270827] 28, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270857] 29, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270887] 30, L1: 1.
Dec 18 20:44:22 test kernel: [21997.270916] 31, L1: 1.
Dec 18 20:44:22 test kernel: [21997.271632] 32, L1: 1.
Dec 18 20:44:22 test kernel: [21997.272957] 33, L1: 1.
Dec 18 20:44:22 test kernel: [21997.312837] 34, L1: 1.
Dec 18 20:44:22 test kernel: [21997.328612] 35, L1: 1.
Dec 18 20:44:22 test kernel: [21997.372618] 36, L1: 1.
Dec 18 20:44:22 test kernel: [21997.380916] 37, L1: 1.
Dec 18 20:44:22 test kernel: [21997.381483] 38, L1: 1.
Dec 18 20:44:22 test kernel: [21997.381631] 39, L1: 1.
Dec 18 20:44:22 test kernel: [21997.383608] 40, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385053] 41, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385087] 42, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385116] 43, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385144] 44, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385172] 45, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385200] 46, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385228] 47, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385529] 48, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385559] 49, L1: 1.
Dec 18 20:44:22 test kernel: [21997.385587] 50, L1: 1.
Dec 18 20:44:22 test kernel: [21997.440677] 51, L1: 1.
Dec 18 20:44:22 test kernel: [21997.498856] 52, L1: 1.
Dec 18 20:44:22 test kernel: [21997.498892] 53, L1: 1.
Dec 18 20:44:22 test kernel: [21997.498921] 54, L1: 1.
Dec 18 20:44:22 test kernel: [21997.498948] 55, L1: 1.
Dec 18 20:44:22 test kernel: [21997.498975] 56, L1: 1.
Dec 18 20:44:22 test kernel: [21997.499002] 57, L1: 1.
Dec 18 20:44:22 test kernel: [21997.499028] 58, L1: 1.
Dec 18 20:44:22 test kernel: [21997.500715] 59, L1: 1.
Dec 18 20:44:22 test kernel: [21997.500752] 60, L1: 1.
Dec 18 20:44:22 test kernel: [21997.500844] 61, L1: 1.
Dec 18 20:44:22 test kernel: [21997.620949] 62, L1: 1.
Dec 18 20:44:22 test kernel: [21997.833269] 63, L1: 1.
Dec 18 20:44:22 test kernel: [21998.078529] 64, L1: 1.
Dec 18 20:44:22 test kernel: [21998.083406] 65, L1: 1.
Dec 18 20:44:22 test kernel: [21998.112615] 66, L1: 1.
Dec 18 20:44:22 test kernel: [21998.173014] 67, L1: 1.
Dec 18 20:44:22 test kernel: [21998.173197] 68, L1: 1.
Dec 18 20:44:23 test kernel: [21998.220872] 69, L1: 1.
Dec 18 20:44:23 test kernel: [21998.261292] 70, L1: 1.
Dec 18 20:44:23 test kernel: [21998.261368] 71, L1: 1.
Dec 18 20:44:23 test kernel: [21998.275842] 72, L1: 1.
Dec 18 20:44:23 test kernel: [21998.283781] 73, L1: 1.
Dec 18 20:44:23 test kernel: [21998.292610] 74, L1: 1.
