Dec 18 14:54:27 test kernel: [ 1002.598476] [TRACE_KVM] Buffer & to_replay created
Dec 18 14:54:27 test kernel: [ 1002.598510] [HAVFUZZ] Opened
Dec 18 14:54:59 test kernel: [ 1034.702704] [TRACE_KVM] The trarget vcpu is 3
Dec 18 14:54:59 test kernel: [ 1034.771349] [Trace KVM] Buffer reset
Dec 18 14:54:59 test kernel: [ 1034.771356] [TRACE_KVM] Buffer size changed
Dec 18 14:54:59 test kernel: [ 1034.771365] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 14:54:59 test kernel: [ 1034.771367] [TRACE_KVM] gran exit set to 0.
Dec 18 14:54:59 test kernel: [ 1034.771369] [TRACE_KVM] Control_execution set to 1.
Dec 18 14:54:59 test kernel: [ 1034.771371] [TRACE_KVM] tracing enabled
Dec 18 14:54:59 test kernel: [ 1034.777475] 0, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965657] 1, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965694] 2, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965724] 3, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965752] 4, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965779] 5, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965808] 6, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.965835] 7, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.966115] 8, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.966145] 9, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.966173] 10, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.993500] 11, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.993837] 12, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.993985] 13, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.994015] 14, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.994043] 15, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.994069] 16, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.994096] 17, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.994123] 18, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.996291] 19, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.996330] 20, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.996357] 21, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.997089] 22, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.997292] 23, L1: 1.
Dec 18 14:54:59 test kernel: [ 1034.997361] 24, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.028604] 25, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.035813] 26, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.128618] 27, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.149066] 28, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.160609] 29, L1: 1.
Dec 18 14:54:59 test kernel: [ 1035.202586] 30, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.234553] 31, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.239490] 32, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.239617] 33, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252610] 34, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252654] 35, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252839] 36, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252936] 37, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252964] 38, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.252991] 39, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.253017] 40, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.253044] 41, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.253285] 42, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.253314] 43, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.253341] 44, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.261107] 45, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.272917] 46, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.273376] 47, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.320985] 48, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.321269] 49, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.337471] 50, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.337643] 51, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.338622] 52, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.341579] 53, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.342255] 54, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.342840] 55, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.360800] 56, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.361341] 57, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.364246] 58, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.364479] 59, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.436781] 60, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.436876] 61, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.437008] 62, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.437859] 63, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.437931] 64, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.489836] 65, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.489967] 66, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.490042] 67, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.549822] 68, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.550602] 69, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.551334] 70, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.552995] 71, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.553063] 72, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.614952] 73, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.629340] 74, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.632577] 75, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.642944] 76, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.648643] 77, L1: 1.
Dec 18 14:55:00 test kernel: [ 1035.692190] 78, L1: 1.
