Dec 18 17:16:23 test kernel: [ 9518.301133] [TRACE_KVM] Buffer & to_replay created
Dec 18 17:16:23 test kernel: [ 9518.301166] [HAVFUZZ] Opened
Dec 18 17:16:54 test kernel: [ 9550.135665] [TRACE_KVM] The trarget vcpu is 3
Dec 18 17:16:54 test kernel: [ 9550.210292] [Trace KVM] Buffer reset
Dec 18 17:16:54 test kernel: [ 9550.210299] [TRACE_KVM] Buffer size changed
Dec 18 17:16:54 test kernel: [ 9550.210310] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 17:16:54 test kernel: [ 9550.210313] [TRACE_KVM] gran exit set to 0.
Dec 18 17:16:54 test kernel: [ 9550.210314] [TRACE_KVM] Control_execution set to 1.
Dec 18 17:16:54 test kernel: [ 9550.210316] [TRACE_KVM] tracing enabled
Dec 18 17:16:55 test kernel: [ 9550.255814] 0, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.404612] 1, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.436611] 2, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.552635] 3, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564617] 4, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564706] 5, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564736] 6, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564763] 7, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564790] 8, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.564817] 9, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.572614] 10, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.572645] 11, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.572740] 12, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573158] 13, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573189] 14, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573216] 15, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573243] 16, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573270] 17, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573296] 18, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573323] 19, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573479] 20, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573511] 21, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.573538] 22, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.652615] 23, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660610] 24, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660705] 25, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660733] 26, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660760] 27, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660787] 28, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.660813] 29, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661037] 30, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661065] 31, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661092] 32, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661378] 33, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661407] 34, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661435] 35, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661461] 36, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661488] 37, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661515] 38, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661541] 39, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661623] 40, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661651] 41, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.661678] 42, L1: 1.
Dec 18 17:16:55 test kernel: [ 9550.771234] 43, L1: 1.
