Dec 15 04:14:36 test kernel: [29312.987614] [TRACE_KVM] Buffer & to_replay created
Dec 15 04:14:36 test kernel: [29312.987651] [HAVFUZZ] Opened
Dec 15 04:15:20 test kernel: [29357.924074] [TRACE_KVM] The trarget vcpu is 3
Dec 15 04:15:21 test kernel: [29357.993399] [Trace KVM] Buffer reset
Dec 15 04:15:21 test kernel: [29357.993407] [TRACE_KVM] Buffer size changed
Dec 15 04:15:21 test kernel: [29357.993414] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 04:15:21 test kernel: [29357.993416] [TRACE_KVM] gran exit set to 0.
Dec 15 04:15:21 test kernel: [29357.993418] [TRACE_KVM] Control_execution set to 1.
Dec 15 04:15:21 test kernel: [29357.993420] [TRACE_KVM] tracing enabled
Dec 15 04:15:21 test kernel: [29357.993791] 0, L1: 1.
Dec 15 04:15:21 test kernel: [29357.998762] 1, L1: 1.
Dec 15 04:15:21 test kernel: [29357.998914] 2, L1: 1.
Dec 15 04:15:21 test kernel: [29357.999506] 3, L1: 1.
Dec 15 04:15:21 test kernel: [29357.999754] 4, L1: 1.
Dec 15 04:15:21 test kernel: [29358.008709] 5, L1: 1.
Dec 15 04:15:21 test kernel: [29358.025182] 6, L1: 1.
Dec 15 04:15:21 test kernel: [29358.054187] 7, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055200] 8, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055235] 9, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055264] 10, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055292] 11, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055320] 12, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055348] 13, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055376] 14, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055669] 15, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055699] 16, L1: 1.
Dec 15 04:15:21 test kernel: [29358.055727] 17, L1: 1.
Dec 15 04:15:21 test kernel: [29358.056663] 18, L1: 1.
