Dec 19 11:13:14 test kernel: [74130.111269] [TRACE_KVM] Buffer & to_replay created
Dec 19 11:13:14 test kernel: [74130.111305] [HAVFUZZ] Opened
Dec 19 11:13:46 test kernel: [74161.790391] [TRACE_KVM] The trarget vcpu is 3
Dec 19 11:13:46 test kernel: [74161.859386] [Trace KVM] Buffer reset
Dec 19 11:13:46 test kernel: [74161.859392] [TRACE_KVM] Buffer size changed
Dec 19 11:13:46 test kernel: [74161.859402] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 19 11:13:46 test kernel: [74161.859404] [TRACE_KVM] gran exit set to 0.
Dec 19 11:13:46 test kernel: [74161.859406] [TRACE_KVM] Control_execution set to 1.
Dec 19 11:13:46 test kernel: [74161.859407] [TRACE_KVM] tracing enabled
Dec 19 11:13:46 test kernel: [74161.877050] 0, L1: 1.
Dec 19 11:13:46 test kernel: [74161.917048] 1, L1: 1.
Dec 19 11:13:46 test kernel: [74161.944723] 2, L1: 1.
Dec 19 11:13:46 test kernel: [74161.981070] 3, L1: 1.
Dec 19 11:13:46 test kernel: [74161.986152] 4, L1: 1.
Dec 19 11:13:46 test kernel: [74161.986220] 5, L1: 1.
Dec 19 11:13:46 test kernel: [74161.986677] 6, L1: 1.
Dec 19 11:13:46 test kernel: [74162.049786] 7, L1: 1.
Dec 19 11:13:46 test kernel: [74162.049965] 8, L1: 1.
Dec 19 11:13:46 test kernel: [74162.078034] 9, L1: 1.
Dec 19 11:13:46 test kernel: [74162.081357] 10, L1: 1.
Dec 19 11:13:46 test kernel: [74162.128607] 11, L1: 1.
Dec 19 11:13:46 test kernel: [74162.164909] 12, L1: 1.
Dec 19 11:13:46 test kernel: [74162.168457] 13, L1: 1.
Dec 19 11:13:46 test kernel: [74162.169351] 14, L1: 1.
Dec 19 11:13:46 test kernel: [74162.169406] 15, L1: 1.
Dec 19 11:13:46 test kernel: [74162.169704] 16, L1: 1.
Dec 19 11:13:46 test kernel: [74162.176431] 17, L1: 1.
Dec 19 11:13:46 test kernel: [74162.187639] 18, L1: 1.
Dec 19 11:13:47 test kernel: [74162.243411] 19, L1: 1.
Dec 19 11:13:47 test kernel: [74162.248093] 20, L1: 1.
Dec 19 11:13:47 test kernel: [74162.249405] 21, L1: 1.
Dec 19 11:13:47 test kernel: [74162.292469] 22, L1: 1.
Dec 19 11:13:47 test kernel: [74162.328348] 23, L1: 1.
Dec 19 11:13:47 test kernel: [74162.364459] 24, L1: 1.
Dec 19 11:13:47 test kernel: [74162.400468] 25, L1: 1.
