Dec 19 10:52:15 test kernel: [72870.287554] [TRACE_KVM] Buffer & to_replay created
Dec 19 10:52:15 test kernel: [72870.287592] [HAVFUZZ] Opened
Dec 19 10:52:46 test kernel: [72901.680628] [TRACE_KVM] The trarget vcpu is 3
Dec 19 10:52:46 test kernel: [72901.750135] [Trace KVM] Buffer reset
Dec 19 10:52:46 test kernel: [72901.750140] [TRACE_KVM] Buffer size changed
Dec 19 10:52:46 test kernel: [72901.750147] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 19 10:52:46 test kernel: [72901.750150] [TRACE_KVM] gran exit set to 0.
Dec 19 10:52:46 test kernel: [72901.750151] [TRACE_KVM] Control_execution set to 1.
Dec 19 10:52:46 test kernel: [72901.750153] [TRACE_KVM] tracing enabled
Dec 19 10:52:46 test kernel: [72901.754496] 0, L1: 1.
Dec 19 10:52:46 test kernel: [72901.755049] 1, L1: 1.
Dec 19 10:52:46 test kernel: [72901.816829] 2, L1: 1.
Dec 19 10:52:46 test kernel: [72901.850857] 3, L1: 1.
Dec 19 10:52:46 test kernel: [72901.891140] 4, L1: 1.
Dec 19 10:52:46 test kernel: [72901.985584] 5, L1: 1.
Dec 19 10:52:46 test kernel: [72902.015830] 6, L1: 1.
Dec 19 10:52:46 test kernel: [72902.041093] 7, L1: 1.
Dec 19 10:52:46 test kernel: [72902.086202] 8, L1: 1.
Dec 19 10:52:46 test kernel: [72902.087267] 9, L1: 1.
Dec 19 10:52:46 test kernel: [72902.087458] 10, L1: 1.
Dec 19 10:52:46 test kernel: [72902.108937] 11, L1: 1.
Dec 19 10:52:46 test kernel: [72902.198003] 12, L1: 1.
Dec 19 10:52:47 test kernel: [72902.252617] 13, L1: 1.
Dec 19 10:52:47 test kernel: [72902.449215] 14, L1: 1.
Dec 19 10:52:47 test kernel: [72902.453462] 15, L1: 1.
Dec 19 10:52:47 test kernel: [72902.453685] 16, L1: 1.
Dec 19 10:52:47 test kernel: [72902.504615] 17, L1: 1.
Dec 19 10:52:47 test kernel: [72902.505447] 18, L1: 1.
Dec 19 10:52:47 test kernel: [72902.505819] 19, L1: 1.
Dec 19 10:52:47 test kernel: [72902.521541] 20, L1: 1.
Dec 19 10:52:47 test kernel: [72902.532604] 21, L1: 1.
Dec 19 10:52:47 test kernel: [72902.537127] 22, L1: 1.
Dec 19 10:52:47 test kernel: [72902.544481] 23, L1: 1.
Dec 19 10:52:47 test kernel: [72902.545262] 24, L1: 1.
Dec 19 10:52:47 test kernel: [72902.545949] 25, L1: 1.
Dec 19 10:52:47 test kernel: [72902.602085] 26, L1: 1.
Dec 19 10:52:47 test kernel: [72902.604012] 27, L1: 1.
Dec 19 10:52:47 test kernel: [72902.617303] 28, L1: 1.
Dec 19 10:52:47 test kernel: [72902.649848] 29, L1: 1.
Dec 19 10:52:47 test kernel: [72902.650803] 30, L1: 1.
Dec 19 10:52:47 test kernel: [72902.651246] 31, L1: 1.
Dec 19 10:52:47 test kernel: [72902.664618] 32, L1: 1.
Dec 19 10:52:47 test kernel: [72902.665291] 33, L1: 1.
Dec 19 10:52:47 test kernel: [72902.665431] 34, L1: 1.
Dec 19 10:52:47 test kernel: [72902.696942] 35, L1: 1.
Dec 19 10:52:47 test kernel: [72902.697224] 36, L1: 1.
Dec 19 10:52:47 test kernel: [72902.724615] 37, L1: 1.
Dec 19 10:52:47 test kernel: [72902.727651] 38, L1: 1.
Dec 19 10:52:47 test kernel: [72902.727761] 39, L1: 1.
Dec 19 10:52:47 test kernel: [72902.745442] 40, L1: 1.
Dec 19 10:52:47 test kernel: [72902.745637] 41, L1: 1.
Dec 19 10:52:47 test kernel: [72902.747313] 42, L1: 1.
Dec 19 10:52:47 test kernel: [72902.752487] 43, L1: 1.
Dec 19 10:52:47 test kernel: [72902.760616] 44, L1: 1.
Dec 19 10:52:47 test kernel: [72902.790671] 45, L1: 1.
Dec 19 10:52:47 test kernel: [72902.797271] 46, L1: 1.
Dec 19 10:52:47 test kernel: [72902.797917] 47, L1: 1.
Dec 19 10:52:47 test kernel: [72902.798401] 48, L1: 1.
Dec 19 10:52:47 test kernel: [72902.799030] 49, L1: 1.
Dec 19 10:52:47 test kernel: [72902.799510] 50, L1: 1.
Dec 19 10:52:47 test kernel: [72902.864615] 51, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951191] 52, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951226] 53, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951253] 54, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951279] 55, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951303] 56, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951329] 57, L1: 1.
Dec 19 10:52:47 test kernel: [72902.951353] 58, L1: 1.
Dec 19 10:52:47 test kernel: [72902.953760] 59, L1: 1.
