Dec 18 16:21:07 test kernel: [ 6202.703099] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:21:07 test kernel: [ 6202.703144] [HAVFUZZ] Opened
Dec 18 16:21:38 test kernel: [ 6233.364886] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:21:38 test kernel: [ 6233.473459] [Trace KVM] Buffer reset
Dec 18 16:21:38 test kernel: [ 6233.473466] [TRACE_KVM] Buffer size changed
Dec 18 16:21:38 test kernel: [ 6233.473473] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:21:38 test kernel: [ 6233.473476] [TRACE_KVM] gran exit set to 0.
Dec 18 16:21:38 test kernel: [ 6233.473478] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:21:38 test kernel: [ 6233.473480] [TRACE_KVM] tracing enabled
Dec 18 16:21:38 test kernel: [ 6233.573120] 0, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573158] 1, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573189] 2, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573218] 3, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573248] 4, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573277] 5, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573307] 6, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573336] 7, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573365] 8, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573394] 9, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573424] 10, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573453] 11, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573483] 12, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573513] 13, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573542] 14, L1: 1.
Dec 18 16:21:38 test kernel: [ 6233.573572] 15, L1: 1.
