Dec 18 21:36:58 test kernel: [25154.070094] [TRACE_KVM] Buffer & to_replay created
Dec 18 21:36:58 test kernel: [25154.070125] [HAVFUZZ] Opened
Dec 18 21:37:28 test kernel: [25184.029328] [TRACE_KVM] The trarget vcpu is 3
Dec 18 21:37:28 test kernel: [25184.098948] [Trace KVM] Buffer reset
Dec 18 21:37:28 test kernel: [25184.098956] [TRACE_KVM] Buffer size changed
Dec 18 21:37:28 test kernel: [25184.098963] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 21:37:28 test kernel: [25184.098966] [TRACE_KVM] gran exit set to 0.
Dec 18 21:37:28 test kernel: [25184.098968] [TRACE_KVM] Control_execution set to 1.
Dec 18 21:37:28 test kernel: [25184.098970] [TRACE_KVM] tracing enabled
Dec 18 21:37:28 test kernel: [25184.112999] 0, L1: 1.
Dec 18 21:37:28 test kernel: [25184.137082] 1, L1: 1.
Dec 18 21:37:28 test kernel: [25184.137527] 2, L1: 1.
Dec 18 21:37:28 test kernel: [25184.137603] 3, L1: 1.
Dec 18 21:37:28 test kernel: [25184.145497] 4, L1: 1.
Dec 18 21:37:28 test kernel: [25184.145642] 5, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198077] 6, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198483] 7, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198515] 8, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198542] 9, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198569] 10, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198596] 11, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198623] 12, L1: 1.
Dec 18 21:37:28 test kernel: [25184.198649] 13, L1: 1.
Dec 18 21:37:28 test kernel: [25184.201388] 14, L1: 1.
Dec 18 21:37:28 test kernel: [25184.201421] 15, L1: 1.
Dec 18 21:37:28 test kernel: [25184.201449] 16, L1: 1.
Dec 18 21:37:28 test kernel: [25184.203109] 17, L1: 1.
Dec 18 21:37:28 test kernel: [25184.203140] 18, L1: 1.
Dec 18 21:37:28 test kernel: [25184.203168] 19, L1: 1.
Dec 18 21:37:28 test kernel: [25184.203196] 20, L1: 1.
Dec 18 21:37:28 test kernel: [25184.205743] 21, L1: 1.
Dec 18 21:37:28 test kernel: [25184.205775] 22, L1: 1.
Dec 18 21:37:28 test kernel: [25184.205804] 23, L1: 1.
Dec 18 21:37:28 test kernel: [25184.209668] 24, L1: 1.
Dec 18 21:37:28 test kernel: [25184.213931] 25, L1: 1.
Dec 18 21:37:29 test kernel: [25184.220626] 26, L1: 1.
Dec 18 21:37:29 test kernel: [25184.232996] 27, L1: 1.
