Dec 18 16:53:11 test kernel: [ 8126.297963] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:53:11 test kernel: [ 8126.297998] [HAVFUZZ] Opened
Dec 18 16:53:56 test kernel: [ 8172.029545] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:53:56 test kernel: [ 8172.098595] [Trace KVM] Buffer reset
Dec 18 16:53:56 test kernel: [ 8172.098601] [TRACE_KVM] Buffer size changed
Dec 18 16:53:56 test kernel: [ 8172.098608] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:53:56 test kernel: [ 8172.098610] [TRACE_KVM] gran exit set to 0.
Dec 18 16:53:56 test kernel: [ 8172.098612] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:53:56 test kernel: [ 8172.098614] [TRACE_KVM] tracing enabled
Dec 18 16:53:56 test kernel: [ 8172.098956] 0, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.103425] 1, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.104359] 2, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.124647] 3, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.125077] 4, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.126160] 5, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.126690] 6, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.127011] 7, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.130605] 8, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.134752] 9, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.137214] 10, L1: 1.
Dec 18 16:53:56 test kernel: [ 8172.177887] 11, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.218315] 12, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.228712] 13, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.229544] 14, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.249399] 15, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251614] 16, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251646] 17, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251674] 18, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251700] 19, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251727] 20, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251753] 21, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.251780] 22, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.253481] 23, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.253511] 24, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.253539] 25, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.277625] 26, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.277787] 27, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.278047] 28, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.278509] 29, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.279883] 30, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.279915] 31, L1: 1.
Dec 18 16:53:57 test kernel: [ 8172.279943] 32, L1: 1.
