Dec 18 16:20:28 test kernel: [ 6164.035328] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:20:28 test kernel: [ 6164.035362] [HAVFUZZ] Opened
Dec 18 16:21:00 test kernel: [ 6195.429413] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:21:00 test kernel: [ 6195.498816] [Trace KVM] Buffer reset
Dec 18 16:21:00 test kernel: [ 6195.498823] [TRACE_KVM] Buffer size changed
Dec 18 16:21:00 test kernel: [ 6195.498832] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:21:00 test kernel: [ 6195.498834] [TRACE_KVM] gran exit set to 0.
Dec 18 16:21:00 test kernel: [ 6195.498835] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:21:00 test kernel: [ 6195.498837] [TRACE_KVM] tracing enabled
Dec 18 16:21:00 test kernel: [ 6195.526310] 0, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.528695] 1, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.537619] 2, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.552615] 3, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.620347] 4, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.621696] 5, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.621734] 6, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.621760] 7, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.645240] 8, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.645372] 9, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.645408] 10, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.656616] 11, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.684611] 12, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.686360] 13, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.689215] 14, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.689250] 15, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.689922] 16, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.692867] 17, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.692903] 18, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.692930] 19, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.693235] 20, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.739502] 21, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.739559] 22, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.739630] 23, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.808822] 24, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.833096] 25, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.833205] 26, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.844742] 27, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.895023] 28, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.932606] 29, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.948041] 30, L1: 1.
Dec 18 16:21:00 test kernel: [ 6195.997342] 31, L1: 1.
Dec 18 16:21:00 test kernel: [ 6196.052616] 32, L1: 1.
Dec 18 16:21:00 test kernel: [ 6196.052978] 33, L1: 1.
Dec 18 16:21:00 test kernel: [ 6196.085112] 34, L1: 1.
Dec 18 16:21:00 test kernel: [ 6196.120992] 35, L1: 1.
Dec 18 16:21:00 test kernel: [ 6196.136603] 36, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.276611] 37, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.276760] 38, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.302093] 39, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.303367] 40, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.304778] 41, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.320622] 42, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.320871] 43, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321152] 44, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321183] 45, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321211] 46, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321239] 47, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321266] 48, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321293] 49, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321320] 50, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321796] 51, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321825] 52, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321852] 53, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.321996] 54, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322026] 55, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322054] 56, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322498] 57, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322528] 58, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322556] 59, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322583] 60, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322610] 61, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322637] 62, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.322664] 63, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323238] 64, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323267] 65, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323294] 66, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323538] 67, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323569] 68, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.323597] 69, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.339845] 70, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.353307] 71, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.373663] 72, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.505475] 73, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.506969] 74, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507075] 75, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507104] 76, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507132] 77, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507158] 78, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507184] 79, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.507210] 80, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.509045] 81, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.509075] 82, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.509101] 83, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.509692] 84, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.528724] 85, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.529566] 86, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.553531] 87, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.555449] 88, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.568610] 89, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.568986] 90, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.604604] 91, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.604714] 92, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.620896] 93, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.636603] 94, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.636754] 95, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661129] 96, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661516] 97, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661549] 98, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661578] 99, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661605] 100, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661633] 101, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661660] 102, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661687] 103, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661921] 104, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661956] 105, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.661984] 106, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662335] 107, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662365] 108, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662393] 109, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662419] 110, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662446] 111, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662473] 112, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.662500] 113, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.663344] 114, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.663373] 115, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.663400] 116, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.675996] 117, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676053] 118, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676080] 119, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676107] 120, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676133] 121, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676157] 122, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676183] 123, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676208] 124, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676425] 125, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676453] 126, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676478] 127, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.676827] 128, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.678187] 129, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.678461] 130, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.679941] 131, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.680062] 132, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.680350] 133, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.694834] 134, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705231] 135, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705262] 136, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705288] 137, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705314] 138, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705339] 139, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705698] 140, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.705724] 141, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.706457] 142, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.706485] 143, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.706510] 144, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.724615] 145, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.736620] 146, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.882312] 147, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939822] 148, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939860] 149, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939890] 150, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939919] 151, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939946] 152, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939973] 153, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.939999] 154, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.941768] 155, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.941810] 156, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.941842] 157, L1: 1.
Dec 18 16:21:01 test kernel: [ 6196.942335] 158, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.073514] 159, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.073661] 160, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.084891] 161, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.092640] 162, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.092683] 163, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.140759] 164, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.140879] 165, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.140927] 166, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.140972] 167, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.141015] 168, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.141060] 169, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.141104] 170, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.142380] 171, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.185002] 172, L1: 1.
Dec 18 16:21:01 test kernel: [ 6197.190291] 173, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.234096] 174, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.264715] 175, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.316700] 176, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.343164] 177, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.351975] 178, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.352071] 179, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.352102] 180, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.352135] [Hermes] Exit Field [2806] -> Value [8003003b]. Reason: [1c].
Dec 18 16:21:02 test kernel: [ 6197.352151] 181, L1: 1.
Dec 18 16:21:02 test kernel: [ 6197.352153] [Hermes] Entry Field [2806] -> Value [8003003b].
Dec 18 16:21:05 test kernel: [ 6200.352260] [TRACE_KVM] tracing disabled
Dec 18 16:21:05 test kernel: [ 6200.352265] [TRACE_KVM] Control_execution set to 0.
Dec 18 16:21:05 test kernel: [ 6200.352721] [TRACE_KVM] Buffer copied 
Dec 18 16:21:05 test kernel: [ 6200.356056] [HAVFUZZ] Released
Dec 18 16:21:05 test kernel: [ 6200.357796] [Trace KVM] Buffer released
