Dec 18 19:29:56 test kernel: [17531.326348] [TRACE_KVM] Buffer & to_replay created
Dec 18 19:29:56 test kernel: [17531.326381] [HAVFUZZ] Opened
Dec 18 19:30:27 test kernel: [17562.774606] [TRACE_KVM] The trarget vcpu is 3
Dec 18 19:30:27 test kernel: [17562.847899] [Trace KVM] Buffer reset
Dec 18 19:30:27 test kernel: [17562.847904] [TRACE_KVM] Buffer size changed
Dec 18 19:30:27 test kernel: [17562.847910] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 19:30:27 test kernel: [17562.847912] [TRACE_KVM] gran exit set to 0.
Dec 18 19:30:27 test kernel: [17562.847914] [TRACE_KVM] Control_execution set to 1.
Dec 18 19:30:27 test kernel: [17562.847916] [TRACE_KVM] tracing enabled
Dec 18 19:30:27 test kernel: [17562.854233] 0, L1: 1.
Dec 18 19:30:27 test kernel: [17562.863125] 1, L1: 1.
Dec 18 19:30:27 test kernel: [17562.868700] 2, L1: 1.
Dec 18 19:30:27 test kernel: [17562.888618] 3, L1: 1.
Dec 18 19:30:27 test kernel: [17562.971063] 4, L1: 1.
Dec 18 19:30:27 test kernel: [17562.972831] 5, L1: 1.
Dec 18 19:30:27 test kernel: [17562.979452] 6, L1: 1.
Dec 18 19:30:27 test kernel: [17562.981174] 7, L1: 1.
Dec 18 19:30:27 test kernel: [17563.026945] 8, L1: 1.
Dec 18 19:30:27 test kernel: [17563.027853] 9, L1: 1.
Dec 18 19:30:27 test kernel: [17563.029629] 10, L1: 1.
Dec 18 19:30:27 test kernel: [17563.030246] 11, L1: 1.
Dec 18 19:30:27 test kernel: [17563.079461] 12, L1: 1.
Dec 18 19:30:27 test kernel: [17563.080985] 13, L1: 1.
Dec 18 19:30:27 test kernel: [17563.081856] 14, L1: 1.
Dec 18 19:30:27 test kernel: [17563.083234] 15, L1: 1.
Dec 18 19:30:27 test kernel: [17563.189020] 16, L1: 1.
Dec 18 19:30:27 test kernel: [17563.191768] 17, L1: 1.
Dec 18 19:30:27 test kernel: [17563.195486] 18, L1: 1.
Dec 18 19:30:27 test kernel: [17563.201080] 19, L1: 1.
Dec 18 19:30:28 test kernel: [17563.230356] 20, L1: 1.
Dec 18 19:30:28 test kernel: [17563.245060] 21, L1: 1.
Dec 18 19:30:28 test kernel: [17563.245848] 22, L1: 1.
Dec 18 19:30:28 test kernel: [17563.261892] 23, L1: 1.
Dec 18 19:30:28 test kernel: [17563.262579] 24, L1: 1.
Dec 18 19:30:28 test kernel: [17563.263585] 25, L1: 1.
Dec 18 19:30:28 test kernel: [17563.264191] 26, L1: 1.
Dec 18 19:30:28 test kernel: [17563.266104] 27, L1: 1.
