Dec 15 12:45:01 test kernel: [59938.136408] [TRACE_KVM] Buffer & to_replay created
Dec 15 12:45:01 test kernel: [59938.136440] [HAVFUZZ] Opened
Dec 15 12:45:33 test kernel: [59969.971408] [TRACE_KVM] The trarget vcpu is 3
Dec 15 12:45:33 test kernel: [59970.039684] [Trace KVM] Buffer reset
Dec 15 12:45:33 test kernel: [59970.039690] [TRACE_KVM] Buffer size changed
Dec 15 12:45:33 test kernel: [59970.039698] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 12:45:33 test kernel: [59970.039701] [TRACE_KVM] gran exit set to 0.
Dec 15 12:45:33 test kernel: [59970.039702] [TRACE_KVM] Control_execution set to 1.
Dec 15 12:45:33 test kernel: [59970.039704] [TRACE_KVM] tracing enabled
Dec 15 12:45:33 test kernel: [59970.058409] 0, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058443] 1, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058473] 2, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058500] 3, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058527] 4, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058554] 5, L1: 1.
Dec 15 12:45:33 test kernel: [59970.058581] 6, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062173] 7, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062204] 8, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062231] 9, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062350] 10, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062378] 11, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062406] 12, L1: 1.
Dec 15 12:45:33 test kernel: [59970.062434] 13, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109397] 14, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109432] 15, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109461] 16, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109489] 17, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109516] 18, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109543] 19, L1: 1.
Dec 15 12:45:33 test kernel: [59970.109570] 20, L1: 1.
Dec 15 12:45:33 test kernel: [59970.111892] 21, L1: 1.
Dec 15 12:45:33 test kernel: [59970.111923] 22, L1: 1.
Dec 15 12:45:33 test kernel: [59970.111951] 23, L1: 1.
Dec 15 12:45:33 test kernel: [59970.112307] 24, L1: 1.
Dec 15 12:45:33 test kernel: [59970.141175] 25, L1: 1.
Dec 15 12:45:33 test kernel: [59970.142972] 26, L1: 1.
Dec 15 12:45:33 test kernel: [59970.200852] 27, L1: 1.
Dec 15 12:45:33 test kernel: [59970.210780] 28, L1: 1.
Dec 15 12:45:33 test kernel: [59970.360856] 29, L1: 1.
Dec 15 12:45:33 test kernel: [59970.361130] 30, L1: 1.
Dec 15 12:45:33 test kernel: [59970.377363] 31, L1: 1.
Dec 15 12:45:33 test kernel: [59970.409330] 32, L1: 1.
Dec 15 12:45:33 test kernel: [59970.409589] 33, L1: 1.
Dec 15 12:45:33 test kernel: [59970.409763] 34, L1: 1.
Dec 15 12:45:33 test kernel: [59970.411858] 35, L1: 1.
Dec 15 12:45:33 test kernel: [59970.414386] 36, L1: 1.
Dec 15 12:45:33 test kernel: [59970.414429] 37, L1: 1.
Dec 15 12:45:33 test kernel: [59970.414470] 38, L1: 1.
Dec 15 12:45:33 test kernel: [59970.414511] 39, L1: 1.
Dec 15 12:45:33 test kernel: [59970.417074] 40, L1: 1.
Dec 15 12:45:33 test kernel: [59970.437175] 41, L1: 1.
Dec 15 12:45:33 test kernel: [59970.472854] 42, L1: 1.
Dec 15 12:45:33 test kernel: [59970.479661] 43, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480070] 44, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480593] 45, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480628] 46, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480657] 47, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480685] 48, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480712] 49, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480739] 50, L1: 1.
Dec 15 12:45:33 test kernel: [59970.480766] 51, L1: 1.
