Dec 18 16:41:33 test kernel: [ 7429.007169] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:41:33 test kernel: [ 7429.007205] [HAVFUZZ] Opened
Dec 18 16:42:05 test kernel: [ 7460.359501] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:42:05 test kernel: [ 7460.429013] [Trace KVM] Buffer reset
Dec 18 16:42:05 test kernel: [ 7460.429018] [TRACE_KVM] Buffer size changed
Dec 18 16:42:05 test kernel: [ 7460.429026] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:42:05 test kernel: [ 7460.429029] [TRACE_KVM] gran exit set to 0.
Dec 18 16:42:05 test kernel: [ 7460.429030] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:42:05 test kernel: [ 7460.429032] [TRACE_KVM] tracing enabled
Dec 18 16:42:05 test kernel: [ 7460.431085] 0, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.431281] 1, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.465189] 2, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.465692] 3, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.466314] 4, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.484076] 5, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.484309] 6, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.492610] 7, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.492643] 8, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.503550] 9, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.532604] 10, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.533981] 11, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.534409] 12, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.543291] 13, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.544154] 14, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.544302] 15, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.544334] 16, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.544360] 17, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.576761] 18, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.578555] 19, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.579170] 20, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.579233] 21, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.624139] 22, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.628625] 23, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.633122] 24, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.702513] 25, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.702710] 26, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.702840] 27, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733528] 28, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733584] 29, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733614] 30, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733642] 31, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733669] 32, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733696] 33, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733723] 34, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.733750] 35, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.735427] 36, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.735458] 37, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.735486] 38, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.736711] 39, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.764024] 40, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.785761] 41, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.838993] 42, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.839185] 43, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.840506] 44, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.840647] 45, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.842121] 46, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.842718] 47, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.842913] 48, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.845535] 49, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.845893] 50, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.846011] 51, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.848410] 52, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.854049] 53, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.854498] 54, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.855348] 55, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.858458] 56, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.858548] 57, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.860702] 58, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.861127] 59, L1: 1.
Dec 18 16:42:05 test kernel: [ 7460.862727] 60, L1: 1.
