Dec 18 17:17:02 test kernel: [ 9557.394855] [TRACE_KVM] Buffer & to_replay created
Dec 18 17:17:02 test kernel: [ 9557.394889] [HAVFUZZ] Opened
Dec 18 17:17:32 test kernel: [ 9587.975017] [TRACE_KVM] The trarget vcpu is 3
Dec 18 17:17:32 test kernel: [ 9588.044571] [Trace KVM] Buffer reset
Dec 18 17:17:32 test kernel: [ 9588.044578] [TRACE_KVM] Buffer size changed
Dec 18 17:17:32 test kernel: [ 9588.044586] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 17:17:32 test kernel: [ 9588.044619] [TRACE_KVM] gran exit set to 0.
Dec 18 17:17:32 test kernel: [ 9588.044622] [TRACE_KVM] Control_execution set to 1.
Dec 18 17:17:32 test kernel: [ 9588.044625] [TRACE_KVM] tracing enabled
Dec 18 17:17:32 test kernel: [ 9588.073018] 0, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075663] 1, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075696] 2, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075725] 3, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075752] 4, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075779] 5, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075806] 6, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.075832] 7, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.076541] 8, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.076979] 9, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.077017] 10, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.077044] 11, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.081889] 12, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.088542] 13, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.088704] 14, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.091220] 15, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.104720] 16, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.105399] 17, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107491] 18, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107524] 19, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107553] 20, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107581] 21, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107609] 22, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107637] 23, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107664] 24, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.107974] 25, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.108004] 26, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.108032] 27, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.116702] 28, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.117445] 29, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118135] 30, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118166] 31, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118193] 32, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118220] 33, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118245] 34, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118272] 35, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.118296] 36, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.120805] 37, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.120836] 38, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.120863] 39, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.124045] 40, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.184617] 41, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.209040] 42, L1: 1.
Dec 18 17:17:32 test kernel: [ 9588.210967] 43, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.218864] 44, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.223472] 45, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.264825] 46, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.265146] 47, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.265407] 48, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.265492] 49, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.266793] 50, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.267103] 51, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.267622] 52, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.267734] 53, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.267837] 54, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.269255] 55, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.272244] 56, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.281533] 57, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.283015] 58, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.320924] 59, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.321466] 60, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.321895] 61, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322370] 62, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322524] 63, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322635] 64, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322698] 65, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322728] 66, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322755] 67, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322792] 68, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322819] 69, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.322846] 70, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.323191] 71, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.323660] 72, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.364611] 73, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.364644] 74, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.364742] 75, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.365105] 76, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.378246] 77, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.378677] 78, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.378935] 79, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.379177] 80, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.379452] 81, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.379848] 82, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.380120] 83, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.380417] 84, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.409741] 85, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.409826] 86, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.410816] 87, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.411501] 88, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.411772] 89, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.412097] 90, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.412424] 91, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.440703] 92, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.441266] 93, L1: 1.
Dec 18 17:17:33 test kernel: [ 9588.473305] 94, L1: 1.
