Dec 15 10:23:58 test kernel: [51475.472412] [TRACE_KVM] Buffer & to_replay created
Dec 15 10:23:58 test kernel: [51475.472447] [HAVFUZZ] Opened
Dec 15 10:24:29 test kernel: [51506.482828] [TRACE_KVM] The trarget vcpu is 3
Dec 15 10:24:29 test kernel: [51506.551239] [Trace KVM] Buffer reset
Dec 15 10:24:29 test kernel: [51506.551245] [TRACE_KVM] Buffer size changed
Dec 15 10:24:29 test kernel: [51506.551254] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 10:24:29 test kernel: [51506.551256] [TRACE_KVM] gran exit set to 0.
Dec 15 10:24:29 test kernel: [51506.551258] [TRACE_KVM] Control_execution set to 1.
Dec 15 10:24:29 test kernel: [51506.551260] [TRACE_KVM] tracing enabled
Dec 15 10:24:29 test kernel: [51506.553333] 0, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555128] 1, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555163] 2, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555193] 3, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555222] 4, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555250] 5, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555278] 6, L1: 1.
Dec 15 10:24:29 test kernel: [51506.555305] 7, L1: 1.
Dec 15 10:24:29 test kernel: [51506.556725] 8, L1: 1.
Dec 15 10:24:29 test kernel: [51506.557288] 9, L1: 1.
Dec 15 10:24:29 test kernel: [51506.557399] 10, L1: 1.
Dec 15 10:24:29 test kernel: [51506.557429] 11, L1: 1.
Dec 15 10:24:29 test kernel: [51506.560751] 12, L1: 1.
Dec 15 10:24:29 test kernel: [51506.561612] 13, L1: 1.
Dec 15 10:24:29 test kernel: [51506.566400] 14, L1: 1.
Dec 15 10:24:29 test kernel: [51506.566735] 15, L1: 1.
Dec 15 10:24:29 test kernel: [51506.566764] 16, L1: 1.
Dec 15 10:24:29 test kernel: [51506.566790] 17, L1: 1.
Dec 15 10:24:29 test kernel: [51506.566815] 18, L1: 1.
Dec 15 10:24:29 test kernel: [51506.570370] 19, L1: 1.
Dec 15 10:24:29 test kernel: [51506.570766] 20, L1: 1.
Dec 15 10:24:29 test kernel: [51506.571432] 21, L1: 1.
Dec 15 10:24:29 test kernel: [51506.579500] 22, L1: 1.
Dec 15 10:24:29 test kernel: [51506.580180] 23, L1: 1.
Dec 15 10:24:29 test kernel: [51506.581434] 24, L1: 1.
Dec 15 10:24:29 test kernel: [51506.607614] 25, L1: 1.
Dec 15 10:24:29 test kernel: [51506.607839] 26, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608214] 27, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608269] 28, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608298] 29, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608326] 30, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608353] 31, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608380] 32, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608407] 33, L1: 1.
Dec 15 10:24:29 test kernel: [51506.608433] 34, L1: 1.
Dec 15 10:24:29 test kernel: [51506.610363] 35, L1: 1.
Dec 15 10:24:29 test kernel: [51506.610399] 36, L1: 1.
Dec 15 10:24:29 test kernel: [51506.610428] 37, L1: 1.
Dec 15 10:24:29 test kernel: [51506.611814] 38, L1: 1.
Dec 15 10:24:29 test kernel: [51506.626369] 39, L1: 1.
Dec 15 10:24:29 test kernel: [51506.626510] 40, L1: 1.
Dec 15 10:24:29 test kernel: [51506.627844] 41, L1: 1.
Dec 15 10:24:29 test kernel: [51506.660682] 42, L1: 1.
Dec 15 10:24:29 test kernel: [51506.661788] 43, L1: 1.
Dec 15 10:24:29 test kernel: [51506.744710] 44, L1: 1.
Dec 15 10:24:29 test kernel: [51506.745012] 45, L1: 1.
Dec 15 10:24:29 test kernel: [51506.750385] 46, L1: 1.
Dec 15 10:24:29 test kernel: [51506.783199] 47, L1: 1.
Dec 15 10:24:29 test kernel: [51506.791115] 48, L1: 1.
Dec 15 10:24:29 test kernel: [51506.792798] 49, L1: 1.
Dec 15 10:24:29 test kernel: [51506.792890] 50, L1: 1.
Dec 15 10:24:29 test kernel: [51506.805334] 51, L1: 1.
Dec 15 10:24:29 test kernel: [51506.809681] 52, L1: 1.
Dec 15 10:24:29 test kernel: [51506.816090] 53, L1: 1.
Dec 15 10:24:29 test kernel: [51506.832852] 54, L1: 1.
Dec 15 10:24:29 test kernel: [51506.833049] 55, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864608] 56, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864639] 57, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864665] 58, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864691] 59, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864715] 60, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864741] 61, L1: 1.
Dec 15 10:24:29 test kernel: [51506.864765] 62, L1: 1.
Dec 15 10:24:29 test kernel: [51506.880844] 63, L1: 1.
Dec 15 10:24:29 test kernel: [51506.881825] 64, L1: 1.
Dec 15 10:24:29 test kernel: [51506.881939] 65, L1: 1.
Dec 15 10:24:29 test kernel: [51506.881965] 66, L1: 1.
Dec 15 10:24:29 test kernel: [51506.896849] 67, L1: 1.
Dec 15 10:24:29 test kernel: [51506.897882] 68, L1: 1.
Dec 15 10:24:29 test kernel: [51506.897913] 69, L1: 1.
Dec 15 10:24:29 test kernel: [51506.897942] 70, L1: 1.
Dec 15 10:24:29 test kernel: [51506.897969] 71, L1: 1.
Dec 15 10:24:29 test kernel: [51506.897996] 72, L1: 1.
Dec 15 10:24:29 test kernel: [51506.898023] 73, L1: 1.
Dec 15 10:24:29 test kernel: [51506.898050] 74, L1: 1.
Dec 15 10:24:29 test kernel: [51506.899967] 75, L1: 1.
Dec 15 10:24:29 test kernel: [51506.899998] 76, L1: 1.
Dec 15 10:24:29 test kernel: [51506.900026] 77, L1: 1.
Dec 15 10:24:29 test kernel: [51506.900654] 78, L1: 1.
Dec 15 10:24:29 test kernel: [51506.924845] 79, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925260] 80, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925361] 81, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925390] 82, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925415] 83, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925441] 84, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925466] 85, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925490] 86, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925886] 87, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925912] 88, L1: 1.
Dec 15 10:24:29 test kernel: [51506.925936] 89, L1: 1.
Dec 15 10:24:29 test kernel: [51506.926139] 90, L1: 1.
Dec 15 10:24:29 test kernel: [51506.926166] 91, L1: 1.
Dec 15 10:24:29 test kernel: [51506.926191] 92, L1: 1.
Dec 15 10:24:29 test kernel: [51506.926338] 93, L1: 1.
Dec 15 10:24:29 test kernel: [51506.927704] 94, L1: 1.
Dec 15 10:24:29 test kernel: [51506.927877] 95, L1: 1.
Dec 15 10:24:29 test kernel: [51506.928753] 96, L1: 1.
Dec 15 10:24:29 test kernel: [51506.929351] 97, L1: 1.
Dec 15 10:24:29 test kernel: [51506.929971] 98, L1: 1.
Dec 15 10:24:29 test kernel: [51506.930278] 99, L1: 1.
Dec 15 10:24:29 test kernel: [51506.930689] 100, L1: 1.
Dec 15 10:24:29 test kernel: [51506.930721] 101, L1: 1.
Dec 15 10:24:29 test kernel: [51506.930748] 102, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931204] 103, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931231] 104, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931256] 105, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931393] 106, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931421] 107, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931445] 108, L1: 1.
Dec 15 10:24:29 test kernel: [51506.931605] 109, L1: 1.
Dec 15 10:24:29 test kernel: [51506.933709] 110, L1: 1.
Dec 15 10:24:29 test kernel: [51506.934327] 111, L1: 1.
Dec 15 10:24:29 test kernel: [51506.935433] 112, L1: 1.
Dec 15 10:24:29 test kernel: [51506.936336] 113, L1: 1.
Dec 15 10:24:29 test kernel: [51506.936575] 114, L1: 1.
Dec 15 10:24:30 test kernel: [51506.974945] 115, L1: 1.
Dec 15 10:24:30 test kernel: [51506.998943] 116, L1: 1.
Dec 15 10:24:30 test kernel: [51507.000225] 117, L1: 1.
Dec 15 10:24:30 test kernel: [51507.002421] 118, L1: 1.
Dec 15 10:24:30 test kernel: [51507.007576] 119, L1: 1.
Dec 15 10:24:30 test kernel: [51507.007959] 120, L1: 1.
Dec 15 10:24:30 test kernel: [51507.008843] 121, L1: 1.
Dec 15 10:24:30 test kernel: [51507.009323] 122, L1: 1.
Dec 15 10:24:30 test kernel: [51507.013504] 123, L1: 1.
Dec 15 10:24:30 test kernel: [51507.015078] 124, L1: 1.
Dec 15 10:24:30 test kernel: [51507.067084] 125, L1: 1.
Dec 15 10:24:30 test kernel: [51507.085039] 126, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092505] 127, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092562] 128, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092591] 129, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092618] 130, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092644] 131, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092670] 132, L1: 1.
Dec 15 10:24:30 test kernel: [51507.092696] 133, L1: 1.
