Dec 15 07:41:09 test kernel: [41706.832897] [TRACE_KVM] Buffer & to_replay created
Dec 15 07:41:09 test kernel: [41706.832933] [HAVFUZZ] Opened
Dec 15 07:41:54 test kernel: [41751.335282] [TRACE_KVM] The trarget vcpu is 3
Dec 15 07:41:54 test kernel: [41751.405254] [Trace KVM] Buffer reset
Dec 15 07:41:54 test kernel: [41751.405263] [TRACE_KVM] Buffer size changed
Dec 15 07:41:54 test kernel: [41751.405270] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 07:41:54 test kernel: [41751.405273] [TRACE_KVM] gran exit set to 0.
Dec 15 07:41:54 test kernel: [41751.405274] [TRACE_KVM] Control_execution set to 1.
Dec 15 07:41:54 test kernel: [41751.405276] [TRACE_KVM] tracing enabled
Dec 15 07:41:54 test kernel: [41751.406632] 0, L1: 1.
Dec 15 07:41:54 test kernel: [41751.406768] 1, L1: 1.
Dec 15 07:41:54 test kernel: [41751.406842] 2, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434340] 3, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434375] 4, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434403] 5, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434430] 6, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434457] 7, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434484] 8, L1: 1.
Dec 15 07:41:54 test kernel: [41751.434511] 9, L1: 1.
Dec 15 07:41:54 test kernel: [41751.435554] 10, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439747] 11, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439783] 12, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439809] 13, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439919] 14, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439945] 15, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439971] 16, L1: 1.
Dec 15 07:41:54 test kernel: [41751.439996] 17, L1: 1.
Dec 15 07:41:54 test kernel: [41751.484852] 18, L1: 1.
Dec 15 07:41:54 test kernel: [41751.485291] 19, L1: 1.
Dec 15 07:41:54 test kernel: [41751.505146] 20, L1: 1.
Dec 15 07:41:54 test kernel: [41751.521063] 21, L1: 1.
Dec 15 07:41:54 test kernel: [41751.529549] 22, L1: 1.
