Dec 15 10:38:09 test kernel: [52326.232641] [TRACE_KVM] Buffer & to_replay created
Dec 15 10:38:09 test kernel: [52326.232677] [HAVFUZZ] Opened
Dec 15 10:38:39 test kernel: [52356.872817] [TRACE_KVM] The trarget vcpu is 3
Dec 15 10:38:39 test kernel: [52356.942910] [Trace KVM] Buffer reset
Dec 15 10:38:39 test kernel: [52356.942917] [TRACE_KVM] Buffer size changed
Dec 15 10:38:39 test kernel: [52356.942924] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 10:38:39 test kernel: [52356.942926] [TRACE_KVM] gran exit set to 0.
Dec 15 10:38:39 test kernel: [52356.942928] [TRACE_KVM] Control_execution set to 1.
Dec 15 10:38:39 test kernel: [52356.942930] [TRACE_KVM] tracing enabled
Dec 15 10:38:40 test kernel: [52356.977541] 0, L1: 1.
Dec 15 10:38:40 test kernel: [52356.988849] 1, L1: 1.
Dec 15 10:38:40 test kernel: [52357.023540] 2, L1: 1.
Dec 15 10:38:40 test kernel: [52357.036850] 3, L1: 1.
Dec 15 10:38:40 test kernel: [52357.047682] 4, L1: 1.
Dec 15 10:38:40 test kernel: [52357.054505] 5, L1: 1.
Dec 15 10:38:40 test kernel: [52357.070002] 6, L1: 1.
Dec 15 10:38:40 test kernel: [52357.070699] 7, L1: 1.
Dec 15 10:38:40 test kernel: [52357.072521] 8, L1: 1.
Dec 15 10:38:40 test kernel: [52357.073734] 9, L1: 1.
Dec 15 10:38:40 test kernel: [52357.091631] 10, L1: 1.
Dec 15 10:38:41 test kernel: [52357.968410] 11, L1: 1.
Dec 15 10:38:41 test kernel: [52357.992840] 12, L1: 1.
Dec 15 10:38:41 test kernel: [52358.012395] 13, L1: 1.
Dec 15 10:38:41 test kernel: [52358.026788] 14, L1: 1.
Dec 15 10:38:41 test kernel: [52358.032441] 15, L1: 1.
Dec 15 10:38:41 test kernel: [52358.061419] 16, L1: 1.
Dec 15 10:38:41 test kernel: [52358.069517] 17, L1: 1.
Dec 15 10:38:41 test kernel: [52358.129227] 18, L1: 1.
Dec 15 10:38:41 test kernel: [52358.131864] 19, L1: 1.
Dec 15 10:38:41 test kernel: [52358.133081] 20, L1: 1.
Dec 15 10:38:41 test kernel: [52358.164841] 21, L1: 1.
Dec 15 10:38:41 test kernel: [52358.184945] 22, L1: 1.
Dec 15 10:38:41 test kernel: [52358.200261] 23, L1: 1.
Dec 15 10:38:41 test kernel: [52358.201088] 24, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212148] 25, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212397] 26, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212725] 27, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212756] 28, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212786] 29, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212812] 30, L1: 1.
Dec 15 10:38:41 test kernel: [52358.212848] 31, L1: 1.
Dec 15 10:38:41 test kernel: [52358.216410] 32, L1: 1.
Dec 15 10:38:41 test kernel: [52358.216694] 33, L1: 1.
Dec 15 10:38:41 test kernel: [52358.216790] 34, L1: 1.
Dec 15 10:38:41 test kernel: [52358.216972] 35, L1: 1.
Dec 15 10:38:41 test kernel: [52358.232842] 36, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234144] 37, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234178] 38, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234206] 39, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234230] 40, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234254] 41, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234280] 42, L1: 1.
Dec 15 10:38:41 test kernel: [52358.234304] 43, L1: 1.
Dec 15 10:38:41 test kernel: [52358.235809] 44, L1: 1.
Dec 15 10:38:41 test kernel: [52358.235837] 45, L1: 1.
Dec 15 10:38:41 test kernel: [52358.235864] 46, L1: 1.
Dec 15 10:38:41 test kernel: [52358.236634] 47, L1: 1.
Dec 15 10:38:41 test kernel: [52358.240836] 48, L1: 1.
Dec 15 10:38:41 test kernel: [52358.241102] 49, L1: 1.
Dec 15 10:38:41 test kernel: [52358.241269] 50, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242576] 51, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242606] 52, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242634] 53, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242658] 54, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242684] 55, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242710] 56, L1: 1.
Dec 15 10:38:41 test kernel: [52358.242735] 57, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243356] 58, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243383] 59, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243408] 60, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243622] 61, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243651] 62, L1: 1.
Dec 15 10:38:41 test kernel: [52358.243676] 63, L1: 1.
Dec 15 10:38:41 test kernel: [52358.244011] 64, L1: 1.
Dec 15 10:38:41 test kernel: [52358.245259] 65, L1: 1.
Dec 15 10:38:41 test kernel: [52358.246358] 66, L1: 1.
Dec 15 10:38:41 test kernel: [52358.247227] 67, L1: 1.
Dec 15 10:38:41 test kernel: [52358.247449] 68, L1: 1.
Dec 15 10:38:41 test kernel: [52358.284397] 69, L1: 1.
Dec 15 10:38:41 test kernel: [52358.308271] 70, L1: 1.
Dec 15 10:38:41 test kernel: [52358.309008] 71, L1: 1.
Dec 15 10:38:41 test kernel: [52358.310337] 72, L1: 1.
Dec 15 10:38:41 test kernel: [52358.310699] 73, L1: 1.
Dec 15 10:38:41 test kernel: [52358.316405] 74, L1: 1.
Dec 15 10:38:41 test kernel: [52358.316537] 75, L1: 1.
Dec 15 10:38:41 test kernel: [52358.316779] 76, L1: 1.
Dec 15 10:38:41 test kernel: [52358.318007] 77, L1: 1.
Dec 15 10:38:41 test kernel: [52358.318461] 78, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322251] 79, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322408] 80, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322440] 81, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322467] 82, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322492] 83, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322518] 84, L1: 1.
Dec 15 10:38:41 test kernel: [52358.322543] 85, L1: 1.
Dec 15 10:38:41 test kernel: [52358.323656] 86, L1: 1.
Dec 15 10:38:41 test kernel: [52358.323690] 87, L1: 1.
Dec 15 10:38:41 test kernel: [52358.323716] 88, L1: 1.
Dec 15 10:38:41 test kernel: [52358.333830] 89, L1: 1.
Dec 15 10:38:41 test kernel: [52358.365240] 90, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428039] 91, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428071] 92, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428097] 93, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428122] 94, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428146] 95, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428181] 96, L1: 1.
Dec 15 10:38:41 test kernel: [52358.428301] 97, L1: 1.
Dec 15 10:38:41 test kernel: [52358.429031] 98, L1: 1.
Dec 15 10:38:41 test kernel: [52358.429060] 99, L1: 1.
Dec 15 10:38:41 test kernel: [52358.429085] 100, L1: 1.
Dec 15 10:38:41 test kernel: [52358.432765] 101, L1: 1.
Dec 15 10:38:41 test kernel: [52358.438083] 102, L1: 1.
Dec 15 10:38:41 test kernel: [52358.439081] 103, L1: 1.
Dec 15 10:38:41 test kernel: [52358.564315] 104, L1: 1.
Dec 15 10:38:41 test kernel: [52358.576333] 105, L1: 1.
Dec 15 10:38:41 test kernel: [52358.576453] 106, L1: 1.
Dec 15 10:38:41 test kernel: [52358.576642] 107, L1: 1.
Dec 15 10:38:41 test kernel: [52358.604959] 108, L1: 1.
Dec 15 10:38:41 test kernel: [52358.636982] 109, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637100] 110, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637148] 111, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637194] 112, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637238] 113, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637282] 114, L1: 1.
Dec 15 10:38:41 test kernel: [52358.637327] 115, L1: 1.
Dec 15 10:38:41 test kernel: [52358.649086] 116, L1: 1.
Dec 15 10:38:41 test kernel: [52358.688180] 117, L1: 1.
Dec 15 10:38:41 test kernel: [52358.706717] 118, L1: 1.
Dec 15 10:38:41 test kernel: [52358.741069] 119, L1: 1.
Dec 15 10:38:41 test kernel: [52358.761143] 120, L1: 1.
Dec 15 10:38:41 test kernel: [52358.799218] 121, L1: 1.
