Dec 18 15:10:08 test kernel: [ 1943.449314] [TRACE_KVM] Buffer & to_replay created
Dec 18 15:10:08 test kernel: [ 1943.449336] [HAVFUZZ] Opened
Dec 18 15:11:06 test kernel: [ 2002.211328] [TRACE_KVM] The trarget vcpu is 3
Dec 18 15:11:07 test kernel: [ 2002.279941] [Trace KVM] Buffer reset
Dec 18 15:11:07 test kernel: [ 2002.279947] [TRACE_KVM] Buffer size changed
Dec 18 15:11:07 test kernel: [ 2002.279957] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 15:11:07 test kernel: [ 2002.279959] [TRACE_KVM] gran exit set to 0.
Dec 18 15:11:07 test kernel: [ 2002.279961] [TRACE_KVM] Control_execution set to 1.
Dec 18 15:11:07 test kernel: [ 2002.279963] [TRACE_KVM] tracing enabled
Dec 18 15:11:07 test kernel: [ 2002.286372] 0, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.302322] 1, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.308408] 2, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.309453] 3, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330409] 4, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330439] 5, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330466] 6, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330490] 7, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330514] 8, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330540] 9, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.330566] 10, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.332240] 11, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.332667] 12, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.333591] 13, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.333637] 14, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.348609] 15, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.351572] 16, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.357731] 17, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.360724] 18, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.385091] 19, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.385618] 20, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.386453] 21, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.412778] 22, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.413054] 23, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.413346] 24, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.413796] 25, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.414018] 26, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.414132] 27, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.414608] 28, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.414869] 29, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.440786] 30, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.441016] 31, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.456795] 32, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.457060] 33, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.457334] 34, L1: 1.
Dec 18 15:11:07 test kernel: [ 2002.488689] 35, L1: 1.
