Dec 18 17:23:05 test kernel: [ 9920.270214] [TRACE_KVM] Buffer & to_replay created
Dec 18 17:23:05 test kernel: [ 9920.270248] [HAVFUZZ] Opened
Dec 18 17:23:35 test kernel: [ 9950.872217] [TRACE_KVM] The trarget vcpu is 3
Dec 18 17:23:35 test kernel: [ 9950.940729] [Trace KVM] Buffer reset
Dec 18 17:23:35 test kernel: [ 9950.940736] [TRACE_KVM] Buffer size changed
Dec 18 17:23:35 test kernel: [ 9950.940744] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 17:23:35 test kernel: [ 9950.940747] [TRACE_KVM] gran exit set to 0.
Dec 18 17:23:35 test kernel: [ 9950.940748] [TRACE_KVM] Control_execution set to 1.
Dec 18 17:23:35 test kernel: [ 9950.940750] [TRACE_KVM] tracing enabled
Dec 18 17:23:35 test kernel: [ 9950.958718] 0, L1: 1.
Dec 18 17:23:35 test kernel: [ 9950.958966] 1, L1: 1.
Dec 18 17:23:35 test kernel: [ 9950.973710] 2, L1: 1.
Dec 18 17:23:35 test kernel: [ 9950.996609] 3, L1: 1.
Dec 18 17:23:35 test kernel: [ 9950.997180] 4, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.017763] 5, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.024751] 6, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.044083] 7, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.044331] 8, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.045002] 9, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.045329] 10, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.046115] 11, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.069383] 12, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.098075] 13, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.119464] 14, L1: 1.
Dec 18 17:23:35 test kernel: [ 9951.168646] 15, L1: 1.
