Dec 18 14:55:04 test kernel: [ 1040.172882] [TRACE_KVM] Buffer & to_replay created
Dec 18 14:55:04 test kernel: [ 1040.172917] [HAVFUZZ] Opened
Dec 18 14:55:35 test kernel: [ 1070.473486] [TRACE_KVM] The trarget vcpu is 3
Dec 18 14:55:35 test kernel: [ 1070.543445] [Trace KVM] Buffer reset
Dec 18 14:55:35 test kernel: [ 1070.543452] [TRACE_KVM] Buffer size changed
Dec 18 14:55:35 test kernel: [ 1070.543457] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 14:55:35 test kernel: [ 1070.543460] [TRACE_KVM] gran exit set to 0.
Dec 18 14:55:35 test kernel: [ 1070.543461] [TRACE_KVM] Control_execution set to 1.
Dec 18 14:55:35 test kernel: [ 1070.543463] [TRACE_KVM] tracing enabled
Dec 18 14:55:35 test kernel: [ 1070.573012] 0, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.599278] 1, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.629511] 2, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.651985] 3, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.705531] 4, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.705707] 5, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.741398] 6, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.772612] 7, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.792951] 8, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.794675] 9, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.795144] 10, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.868610] 11, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.868909] 12, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.897155] 13, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.901109] 14, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.910105] 15, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941287] 16, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941320] 17, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941346] 18, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941370] 19, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941394] 20, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.941420] 21, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.942304] 22, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943029] 23, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943343] 24, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943370] 25, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943397] 26, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943788] 27, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943816] 28, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943840] 29, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943864] 30, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943888] 31, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943914] 32, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.943940] 33, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.944091] 34, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.944120] 35, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.944146] 36, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.947797] 37, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.961754] 38, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.962270] 39, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.991428] 40, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.995881] 41, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996080] 42, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996112] 43, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996143] 44, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996169] 45, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996194] 46, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996220] 47, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996246] 48, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996724] 49, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996753] 50, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996778] 51, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.996954] 52, L1: 1.
Dec 18 14:55:35 test kernel: [ 1070.999741] 53, L1: 1.
