Dec 15 04:57:41 test kernel: [31898.338295] [TRACE_KVM] Buffer & to_replay created
Dec 15 04:57:41 test kernel: [31898.338332] [HAVFUZZ] Opened
Dec 15 04:58:12 test kernel: [31929.414108] [TRACE_KVM] The trarget vcpu is 3
Dec 15 04:58:12 test kernel: [31929.496745] [Trace KVM] Buffer reset
Dec 15 04:58:12 test kernel: [31929.496751] [TRACE_KVM] Buffer size changed
Dec 15 04:58:12 test kernel: [31929.496761] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 04:58:12 test kernel: [31929.496764] [TRACE_KVM] gran exit set to 0.
Dec 15 04:58:12 test kernel: [31929.496765] [TRACE_KVM] Control_execution set to 1.
Dec 15 04:58:12 test kernel: [31929.496767] [TRACE_KVM] tracing enabled
Dec 15 04:58:12 test kernel: [31929.500873] 0, L1: 1.
Dec 15 04:58:12 test kernel: [31929.501322] 1, L1: 1.
Dec 15 04:58:12 test kernel: [31929.501443] 2, L1: 1.
Dec 15 04:58:12 test kernel: [31929.502090] 3, L1: 1.
Dec 15 04:58:12 test kernel: [31929.537132] 4, L1: 1.
Dec 15 04:58:12 test kernel: [31929.576843] 5, L1: 1.
Dec 15 04:58:12 test kernel: [31929.579836] 6, L1: 1.
Dec 15 04:58:12 test kernel: [31929.598548] 7, L1: 1.
Dec 15 04:58:12 test kernel: [31929.598588] 8, L1: 1.
Dec 15 04:58:12 test kernel: [31929.613718] 9, L1: 1.
Dec 15 04:58:12 test kernel: [31929.633046] 10, L1: 1.
Dec 15 04:58:12 test kernel: [31929.678917] 11, L1: 1.
Dec 15 04:58:12 test kernel: [31929.678962] 12, L1: 1.
Dec 15 04:58:12 test kernel: [31929.696730] 13, L1: 1.
Dec 15 04:58:12 test kernel: [31929.719551] 14, L1: 1.
Dec 15 04:58:12 test kernel: [31929.737005] 15, L1: 1.
Dec 15 04:58:12 test kernel: [31929.752993] 16, L1: 1.
Dec 15 04:58:12 test kernel: [31929.825093] 17, L1: 1.
Dec 15 04:58:12 test kernel: [31929.827839] 18, L1: 1.
Dec 15 04:58:12 test kernel: [31929.845718] 19, L1: 1.
Dec 15 04:58:12 test kernel: [31929.900849] 20, L1: 1.
