Dec 15 13:24:54 test kernel: [62331.624589] [TRACE_KVM] Buffer & to_replay created
Dec 15 13:24:54 test kernel: [62331.624621] [HAVFUZZ] Opened
Dec 15 13:25:26 test kernel: [62363.081237] [TRACE_KVM] The trarget vcpu is 3
Dec 15 13:25:26 test kernel: [62363.150351] [Trace KVM] Buffer reset
Dec 15 13:25:26 test kernel: [62363.150362] [TRACE_KVM] Buffer size changed
Dec 15 13:25:26 test kernel: [62363.150369] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 13:25:26 test kernel: [62363.150372] [TRACE_KVM] gran exit set to 0.
Dec 15 13:25:26 test kernel: [62363.150374] [TRACE_KVM] Control_execution set to 1.
Dec 15 13:25:26 test kernel: [62363.150375] [TRACE_KVM] tracing enabled
Dec 15 13:25:26 test kernel: [62363.151162] 0, L1: 1.
Dec 15 13:25:26 test kernel: [62363.164961] 1, L1: 1.
Dec 15 13:25:26 test kernel: [62363.185099] 2, L1: 1.
Dec 15 13:25:26 test kernel: [62363.194141] 3, L1: 1.
Dec 15 13:25:26 test kernel: [62363.241403] 4, L1: 1.
Dec 15 13:25:26 test kernel: [62363.242631] 5, L1: 1.
Dec 15 13:25:26 test kernel: [62363.270588] 6, L1: 1.
Dec 15 13:25:26 test kernel: [62363.341119] 7, L1: 1.
Dec 15 13:25:26 test kernel: [62363.341180] 8, L1: 1.
Dec 15 13:25:26 test kernel: [62363.373414] 9, L1: 1.
Dec 15 13:25:26 test kernel: [62363.417155] 10, L1: 1.
Dec 15 13:25:26 test kernel: [62363.453265] 11, L1: 1.
Dec 15 13:25:26 test kernel: [62363.509249] 12, L1: 1.
Dec 15 13:25:26 test kernel: [62363.510786] 13, L1: 1.
Dec 15 13:25:26 test kernel: [62363.512444] 14, L1: 1.
Dec 15 13:25:26 test kernel: [62363.514575] 15, L1: 1.
Dec 15 13:25:26 test kernel: [62363.689493] 16, L1: 1.
Dec 15 13:25:26 test kernel: [62363.720968] 17, L1: 1.
Dec 15 13:25:26 test kernel: [62363.734271] 18, L1: 1.
Dec 15 13:25:26 test kernel: [62363.734359] 19, L1: 1.
Dec 15 13:25:26 test kernel: [62363.826726] 20, L1: 1.
Dec 15 13:25:27 test kernel: [62364.232851] 21, L1: 1.
Dec 15 13:25:27 test kernel: [62364.244060] 22, L1: 1.
Dec 15 13:25:27 test kernel: [62364.248017] 23, L1: 1.
Dec 15 13:25:27 test kernel: [62364.293692] 24, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296624] 25, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296664] 26, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296790] 27, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296815] 28, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296848] 29, L1: 1.
Dec 15 13:25:27 test kernel: [62364.296872] 30, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297364] 31, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297397] 32, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297423] 33, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297646] 34, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297674] 35, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297699] 36, L1: 1.
Dec 15 13:25:27 test kernel: [62364.297862] 37, L1: 1.
Dec 15 13:25:27 test kernel: [62364.300707] 38, L1: 1.
Dec 15 13:25:27 test kernel: [62364.312849] 39, L1: 1.
Dec 15 13:25:27 test kernel: [62364.313174] 40, L1: 1.
Dec 15 13:25:27 test kernel: [62364.313445] 41, L1: 1.
Dec 15 13:25:27 test kernel: [62364.313473] 42, L1: 1.
Dec 15 13:25:27 test kernel: [62364.313500] 43, L1: 1.
Dec 15 13:25:27 test kernel: [62364.313527] 44, L1: 1.
Dec 15 13:25:27 test kernel: [62364.314475] 45, L1: 1.
Dec 15 13:25:27 test kernel: [62364.314509] 46, L1: 1.
Dec 15 13:25:27 test kernel: [62364.314536] 47, L1: 1.
Dec 15 13:25:27 test kernel: [62364.322232] 48, L1: 1.
Dec 15 13:25:27 test kernel: [62364.323183] 49, L1: 1.
Dec 15 13:25:27 test kernel: [62364.412784] 50, L1: 1.
Dec 15 13:25:27 test kernel: [62364.413865] 51, L1: 1.
Dec 15 13:25:27 test kernel: [62364.414070] 52, L1: 1.
Dec 15 13:25:27 test kernel: [62364.418301] 53, L1: 1.
Dec 15 13:25:27 test kernel: [62364.490678] 54, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501698] 55, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501728] 56, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501753] 57, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501779] 58, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501804] 59, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501828] 60, L1: 1.
Dec 15 13:25:27 test kernel: [62364.501852] 61, L1: 1.
Dec 15 13:25:27 test kernel: [62364.502021] 62, L1: 1.
Dec 15 13:25:27 test kernel: [62364.502055] 63, L1: 1.
Dec 15 13:25:27 test kernel: [62364.502083] 64, L1: 1.
Dec 15 13:25:27 test kernel: [62364.502251] 65, L1: 1.
Dec 15 13:25:27 test kernel: [62364.525691] 66, L1: 1.
Dec 15 13:25:27 test kernel: [62364.610539] 67, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694175] 68, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694455] 69, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694487] 70, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694517] 71, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694541] 72, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694567] 73, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694593] 74, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694619] 75, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694832] 76, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694858] 77, L1: 1.
Dec 15 13:25:27 test kernel: [62364.694883] 78, L1: 1.
Dec 15 13:25:27 test kernel: [62364.695107] 79, L1: 1.
Dec 15 13:25:27 test kernel: [62364.696159] 80, L1: 1.
Dec 15 13:25:27 test kernel: [62364.832457] 81, L1: 1.
Dec 15 13:25:27 test kernel: [62364.852525] 82, L1: 1.
Dec 15 13:25:27 test kernel: [62364.852660] 83, L1: 1.
Dec 15 13:25:27 test kernel: [62364.852948] 84, L1: 1.
Dec 15 13:25:27 test kernel: [62364.876936] 85, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897005] 86, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897122] 87, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897170] 88, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897215] 89, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897259] 90, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897303] 91, L1: 1.
Dec 15 13:25:27 test kernel: [62364.897347] 92, L1: 1.
Dec 15 13:25:27 test kernel: [62364.913218] 93, L1: 1.
Dec 15 13:25:27 test kernel: [62364.913255] 94, L1: 1.
Dec 15 13:25:27 test kernel: [62364.945508] 95, L1: 1.
Dec 15 13:25:27 test kernel: [62364.954757] 96, L1: 1.
Dec 15 13:25:28 test kernel: [62365.020924] 97, L1: 1.
Dec 15 13:25:28 test kernel: [62365.056164] 98, L1: 1.
Dec 15 13:25:28 test kernel: [62365.165308] 99, L1: 1.
Dec 15 13:25:28 test kernel: [62365.167874] 100, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185556] 101, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185636] 102, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185666] 103, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185702] [Hermes] Exit Field [6400] -> Value [10000]. Reason: [1c].
Dec 15 13:25:28 test kernel: [62365.185721] 104, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185723] [Hermes] Entry Field [6400] -> Value [10000].
Dec 15 13:25:28 test kernel: [62365.185763] 105, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185796] 106, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185824] 107, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185853] 108, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185881] 109, L1: 1.
Dec 15 13:25:28 test kernel: [62365.185911] 110, L1: 1.
Dec 15 13:25:28 test kernel: [62365.186200] 111, L1: 1.
Dec 15 13:25:28 test kernel: [62365.186228] 112, L1: 1.
Dec 15 13:25:28 test kernel: [62365.186280] 113, L1: 1.
Dec 15 13:25:28 test kernel: [62365.340851] 114, L1: 1.
Dec 15 13:25:28 test kernel: [62365.340890] 115, L1: 1.
Dec 15 13:25:28 test kernel: [62365.340921] 116, L1: 1.
Dec 15 13:25:28 test kernel: [62365.340948] 117, L1: 1.
Dec 15 13:25:28 test kernel: [62365.340975] 118, L1: 1.
Dec 15 13:25:28 test kernel: [62365.341004] 119, L1: 1.
Dec 15 13:25:28 test kernel: [62365.341036] 120, L1: 1.
Dec 15 13:25:28 test kernel: [62365.341065] 121, L1: 1.
Dec 15 13:25:28 test kernel: [62365.341103] 122, L1: 1.
Dec 15 13:25:28 test kernel: [62365.341196] 123, L1: 1.
Dec 15 13:25:28 test kernel: [62365.342835] 124, L1: 1.
Dec 15 13:25:28 test kernel: [62365.342875] 125, L1: 1.
Dec 15 13:25:28 test kernel: [62365.342921] 126, L1: 1.
Dec 15 13:25:28 test kernel: [62365.342950] 127, L1: 1.
Dec 15 13:25:28 test kernel: [62365.342991] 128, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343027] 129, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343055] 130, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343082] 131, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343108] 132, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343134] 133, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343160] 134, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343186] 135, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343211] 136, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343236] 137, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343261] 138, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343285] 139, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343309] 140, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343335] 141, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343360] 142, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343386] 143, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343412] 144, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343435] 145, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343461] 146, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343485] 147, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343509] 148, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343533] 149, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343558] 150, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343584] 151, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343608] 152, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343632] 153, L1: 1.
Dec 15 13:25:28 test kernel: [62365.343656] 154, L1: 1.
