Dec 19 09:13:49 test kernel: [66964.910178] [TRACE_KVM] Buffer & to_replay created
Dec 19 09:13:49 test kernel: [66964.910214] [HAVFUZZ] Opened
Dec 19 09:14:34 test kernel: [67009.459653] [TRACE_KVM] The trarget vcpu is 3
Dec 19 09:14:34 test kernel: [67009.529095] [Trace KVM] Buffer reset
Dec 19 09:14:34 test kernel: [67009.529101] [TRACE_KVM] Buffer size changed
Dec 19 09:14:34 test kernel: [67009.529110] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 19 09:14:34 test kernel: [67009.529112] [TRACE_KVM] gran exit set to 0.
Dec 19 09:14:34 test kernel: [67009.529114] [TRACE_KVM] Control_execution set to 1.
Dec 19 09:14:34 test kernel: [67009.529116] [TRACE_KVM] tracing enabled
Dec 19 09:14:34 test kernel: [67009.558064] 0, L1: 1.
Dec 19 09:14:34 test kernel: [67009.559755] 1, L1: 1.
Dec 19 09:14:34 test kernel: [67009.564760] 2, L1: 1.
Dec 19 09:14:34 test kernel: [67009.565346] 3, L1: 1.
Dec 19 09:14:34 test kernel: [67009.608656] 4, L1: 1.
Dec 19 09:14:34 test kernel: [67009.609229] 5, L1: 1.
Dec 19 09:14:34 test kernel: [67009.614607] 6, L1: 1.
Dec 19 09:14:34 test kernel: [67009.631320] 7, L1: 1.
Dec 19 09:14:34 test kernel: [67009.631501] 8, L1: 1.
Dec 19 09:14:34 test kernel: [67009.648603] 9, L1: 1.
Dec 19 09:14:34 test kernel: [67009.648804] 10, L1: 1.
Dec 19 09:14:34 test kernel: [67009.649718] 11, L1: 1.
Dec 19 09:14:34 test kernel: [67009.657707] 12, L1: 1.
Dec 19 09:14:34 test kernel: [67009.697126] 13, L1: 1.
Dec 19 09:14:34 test kernel: [67009.697278] 14, L1: 1.
Dec 19 09:14:34 test kernel: [67009.700131] 15, L1: 1.
Dec 19 09:14:34 test kernel: [67009.700852] 16, L1: 1.
Dec 19 09:14:34 test kernel: [67009.708215] 17, L1: 1.
Dec 19 09:14:34 test kernel: [67009.720617] 18, L1: 1.
Dec 19 09:14:34 test kernel: [67009.750023] 19, L1: 1.
Dec 19 09:14:34 test kernel: [67009.772605] 20, L1: 1.
Dec 19 09:14:34 test kernel: [67009.796434] 21, L1: 1.
Dec 19 09:14:34 test kernel: [67009.804254] 22, L1: 1.
Dec 19 09:14:34 test kernel: [67009.804293] 23, L1: 1.
Dec 19 09:14:34 test kernel: [67009.804629] 24, L1: 1.
Dec 19 09:14:34 test kernel: [67009.819844] 25, L1: 1.
Dec 19 09:14:34 test kernel: [67009.853254] 26, L1: 1.
Dec 19 09:14:34 test kernel: [67009.856082] 27, L1: 1.
Dec 19 09:14:34 test kernel: [67009.884603] 28, L1: 1.
Dec 19 09:14:34 test kernel: [67009.886330] 29, L1: 1.
Dec 19 09:14:34 test kernel: [67009.965788] 30, L1: 1.
Dec 19 09:14:34 test kernel: [67010.001318] 31, L1: 1.
Dec 19 09:14:34 test kernel: [67010.004227] 32, L1: 1.
Dec 19 09:14:34 test kernel: [67010.007951] 33, L1: 1.
Dec 19 09:14:34 test kernel: [67010.007989] 34, L1: 1.
Dec 19 09:14:34 test kernel: [67010.015847] 35, L1: 1.
Dec 19 09:14:34 test kernel: [67010.023726] 36, L1: 1.
Dec 19 09:14:34 test kernel: [67010.032874] 37, L1: 1.
