Dec 18 16:32:04 test kernel: [ 6860.002761] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:32:04 test kernel: [ 6860.002796] [HAVFUZZ] Opened
Dec 18 16:32:35 test kernel: [ 6891.013439] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:32:35 test kernel: [ 6891.121328] [Trace KVM] Buffer reset
Dec 18 16:32:35 test kernel: [ 6891.121335] [TRACE_KVM] Buffer size changed
Dec 18 16:32:35 test kernel: [ 6891.121342] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:32:35 test kernel: [ 6891.121346] [TRACE_KVM] gran exit set to 0.
Dec 18 16:32:35 test kernel: [ 6891.121348] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:32:35 test kernel: [ 6891.121350] [TRACE_KVM] tracing enabled
Dec 18 16:32:35 test kernel: [ 6891.123638] 0, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.127769] 1, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.136301] 2, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.138089] 3, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.180619] 4, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.181115] 5, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.182107] 6, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.183397] 7, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.183871] 8, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.184442] 9, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.184922] 10, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.186107] 11, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.186589] 12, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.187535] 13, L1: 1.
Dec 18 16:32:35 test kernel: [ 6891.188085] 14, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.226149] 15, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.248146] 16, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.296610] 17, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.301960] 18, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.333526] 19, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.341108] 20, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.405796] 21, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.430098] 22, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.477469] 23, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.488609] 24, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.509493] 25, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.520825] 26, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.525296] 27, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.642709] 28, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.642760] 29, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.646114] 30, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.646833] 31, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.647042] 32, L1: 1.
Dec 18 16:32:36 test kernel: [ 6891.672613] 33, L1: 1.
