Dec 18 15:11:48 test kernel: [ 2044.151057] [TRACE_KVM] Buffer & to_replay created
Dec 18 15:11:48 test kernel: [ 2044.151091] [HAVFUZZ] Opened
Dec 18 15:12:20 test kernel: [ 2075.293796] [TRACE_KVM] The trarget vcpu is 3
Dec 18 15:12:20 test kernel: [ 2075.362280] [Trace KVM] Buffer reset
Dec 18 15:12:20 test kernel: [ 2075.362286] [TRACE_KVM] Buffer size changed
Dec 18 15:12:20 test kernel: [ 2075.362295] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 15:12:20 test kernel: [ 2075.362297] [TRACE_KVM] gran exit set to 0.
Dec 18 15:12:20 test kernel: [ 2075.362299] [TRACE_KVM] Control_execution set to 1.
Dec 18 15:12:20 test kernel: [ 2075.362300] [TRACE_KVM] tracing enabled
Dec 18 15:12:20 test kernel: [ 2075.393567] 0, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.402676] 1, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.429819] 2, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.430758] 3, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.431162] 4, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.431560] 5, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.432154] 6, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.432776] 7, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441274] 8, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441304] 9, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441329] 10, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441352] 11, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441378] 12, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441403] 13, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.441428] 14, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.458162] 15, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.458193] 16, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.458220] 17, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.458705] 18, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.463378] 19, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.478489] 20, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.494174] 21, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.494205] 22, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.494335] 23, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.512611] 24, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.513562] 25, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.531559] 26, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.556486] 27, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.556515] 28, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.559140] 29, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.559171] 30, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.559196] 31, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.560421] 32, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.561699] 33, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.589217] 34, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.594907] 35, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.608846] 36, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.610501] 37, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.739860] 38, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.749863] 39, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.750555] 40, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.753657] 41, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.759276] 42, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.760733] 43, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.761191] 44, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.761491] 45, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.815341] 46, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.824406] 47, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.827489] 48, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829827] 49, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829859] 50, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829885] 51, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829909] 52, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829932] 53, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829958] 54, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.829983] 55, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830584] 56, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830613] 57, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830640] 58, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830831] 59, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830861] 60, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.830885] 61, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.831036] 62, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.831154] 63, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.836646] 64, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.837531] 65, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.902402] 66, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.905897] 67, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913669] 68, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913698] 69, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913723] 70, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913749] 71, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913774] 72, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913799] 73, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.913824] 74, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.914038] 75, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.914066] 76, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.914090] 77, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.914483] 78, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.925943] 79, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.949286] 80, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993163] 81, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993203] 82, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993232] 83, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993257] 84, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993283] 85, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993307] 86, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993331] 87, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993752] 88, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993778] 89, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.993804] 90, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.994340] 91, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.994631] 92, L1: 1.
Dec 18 15:12:20 test kernel: [ 2075.994840] 93, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019734] 94, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019765] 95, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019790] 96, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019815] 97, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019839] 98, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019864] 99, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.019889] 100, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.020560] 101, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.020586] 102, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.020635] 103, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.026019] 104, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.158411] 105, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.170402] 106, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.170523] 107, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.170713] 108, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.174333] 109, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.200762] 110, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.200878] 111, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.200926] 112, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.200971] 113, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.201014] 114, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.201059] 115, L1: 1.
Dec 18 15:12:20 test kernel: [ 2076.201103] 116, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.224876] 117, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.224912] 118, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.224968] 119, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.273119] 120, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.278238] 121, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.295241] 122, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.308694] 123, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.337442] 124, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.345163] 125, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358068] 126, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358150] 127, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358178] 128, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358210] [Hermes] Exit Field [6400] -> Value [8000]. Reason: [1c].
Dec 18 15:12:21 test kernel: [ 2076.358229] 129, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358236] [Hermes] Entry Field [6400] -> Value [8000].
Dec 18 15:12:21 test kernel: [ 2076.358280] 130, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358313] 131, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358342] 132, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358370] 133, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358398] 134, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358428] 135, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358714] 136, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358743] 137, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.358796] 138, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457416] 139, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457460] 140, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457490] 141, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457514] 142, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457538] 143, L1: 1.
Dec 18 15:12:21 test kernel: [ 2076.457563] 144, L1: 1.
