Dec 18 17:04:12 test kernel: [ 8787.418117] [TRACE_KVM] Buffer & to_replay created
Dec 18 17:04:12 test kernel: [ 8787.418152] [HAVFUZZ] Opened
Dec 18 17:05:09 test kernel: [ 8844.947099] [TRACE_KVM] The trarget vcpu is 3
Dec 18 17:05:09 test kernel: [ 8845.015639] [Trace KVM] Buffer reset
Dec 18 17:05:09 test kernel: [ 8845.015645] [TRACE_KVM] Buffer size changed
Dec 18 17:05:09 test kernel: [ 8845.015655] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 17:05:09 test kernel: [ 8845.015657] [TRACE_KVM] gran exit set to 0.
Dec 18 17:05:09 test kernel: [ 8845.015658] [TRACE_KVM] Control_execution set to 1.
Dec 18 17:05:09 test kernel: [ 8845.015660] [TRACE_KVM] tracing enabled
Dec 18 17:05:09 test kernel: [ 8845.017456] 0, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.018617] 1, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.021433] 2, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.021632] 3, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.024387] 4, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025460] 5, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025493] 6, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025530] 7, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025557] 8, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025584] 9, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025611] 10, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.025638] 11, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.028305] 12, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.028948] 13, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.028990] 14, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.032630] 15, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.075464] 16, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.075634] 17, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080736] 18, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080766] 19, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080795] 20, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080822] 21, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080850] 22, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.080878] 23, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.081245] 24, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.081274] 25, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.081302] 26, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.086098] 27, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.185217] 28, L1: 1.
Dec 18 17:05:09 test kernel: [ 8845.192761] 29, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.305005] 30, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.305454] 31, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.337498] 32, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.341324] 33, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.353792] 34, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.355314] 35, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.355371] 36, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.380654] 37, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.381825] 38, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.424485] 39, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.425151] 40, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.425852] 41, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.428252] 42, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.429311] 43, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.430149] 44, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.430660] 45, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.431448] 46, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.432288] 47, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.433383] 48, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.433440] 49, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.436772] 50, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.436909] 51, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.438813] 52, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.439923] 53, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.440869] 54, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.441830] 55, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.442563] 56, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.443682] 57, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.446916] 58, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451451] 59, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451482] 60, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451510] 61, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451535] 62, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451561] 63, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451587] 64, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.451612] 65, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.452680] 66, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.452710] 67, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.452736] 68, L1: 1.
Dec 18 17:05:10 test kernel: [ 8845.454825] 69, L1: 1.
