Dec 18 14:57:34 test kernel: [ 1189.734841] [TRACE_KVM] Buffer & to_replay created
Dec 18 14:57:34 test kernel: [ 1189.734876] [HAVFUZZ] Opened
Dec 18 14:58:19 test kernel: [ 1234.656060] [TRACE_KVM] The trarget vcpu is 3
Dec 18 14:58:19 test kernel: [ 1234.725504] [Trace KVM] Buffer reset
Dec 18 14:58:19 test kernel: [ 1234.725510] [TRACE_KVM] Buffer size changed
Dec 18 14:58:19 test kernel: [ 1234.725519] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 14:58:19 test kernel: [ 1234.725521] [TRACE_KVM] gran exit set to 0.
Dec 18 14:58:19 test kernel: [ 1234.725523] [TRACE_KVM] Control_execution set to 1.
Dec 18 14:58:19 test kernel: [ 1234.725524] [TRACE_KVM] tracing enabled
Dec 18 14:58:19 test kernel: [ 1234.737533] 0, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.737944] 1, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.752922] 2, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.753128] 3, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.755365] 4, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.768615] 5, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.768741] 6, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.769495] 7, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770208] 8, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770240] 9, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770268] 10, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770296] 11, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770324] 12, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770352] 13, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.770380] 14, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.773595] 15, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.773627] 16, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.773656] 17, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.775193] 18, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.825247] 19, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.838448] 20, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.841535] 21, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.849823] 22, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.879239] 23, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.892854] 24, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.893309] 25, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.893428] 26, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.893936] 27, L1: 1.
Dec 18 14:58:19 test kernel: [ 1234.972443] 28, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.057547] 29, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.073862] 30, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.073897] 31, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.073924] 32, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.073950] 33, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.073975] 34, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.074001] 35, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.074026] 36, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.074294] 37, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.078188] 38, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.083560] 39, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.144967] 40, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.145445] 41, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.149798] 42, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.157755] 43, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.158087] 44, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.173733] 45, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.173765] 46, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.173793] 47, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.174152] 48, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.177436] 49, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.180003] 50, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.180667] 51, L1: 1.
Dec 18 14:58:19 test kernel: [ 1235.181845] 52, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.232451] 53, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.233644] 54, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.249928] 55, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.249962] 56, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.249989] 57, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.250018] 58, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.250043] 59, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.250071] 60, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.250096] 61, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.251838] 62, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.251871] 63, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.251897] 64, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.252570] 65, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.253890] 66, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.253925] 67, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254003] 68, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254151] 69, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254197] 70, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254227] 71, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254254] 72, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254840] 73, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254869] 74, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.254894] 75, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.255589] 76, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.257843] 77, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258702] 78, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258734] 79, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258760] 80, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258789] 81, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258813] 82, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258837] 83, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.258861] 84, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259198] 85, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259224] 86, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259250] 87, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259382] 88, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259411] 89, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259435] 90, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.259608] 91, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.262454] 92, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.268352] 93, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.269727] 94, L1: 1.
Dec 18 14:58:20 test kernel: [ 1235.501443] 95, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.508921] 96, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.588666] 97, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.625598] 98, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.671583] 99, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.672386] 100, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.675613] 101, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.675749] 102, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.679422] 103, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.679604] 104, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.683238] 105, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.683559] 106, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.686581] 107, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.690754] 108, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.691890] 109, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.691924] 110, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.691951] 111, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.691975] 112, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.692000] 113, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.692026] 114, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.692050] 115, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.693265] 116, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.693292] 117, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.693324] 118, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.702797] 119, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.703786] 120, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.720827] 121, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.721142] 122, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.722370] 123, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.725247] 124, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.736332] 125, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.774890] 126, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.925480] 127, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.937473] 128, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.937593] 129, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.937795] 130, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.948728] 131, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.988763] 132, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.988883] 133, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.988932] 134, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.988976] 135, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.989020] 136, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.989064] 137, L1: 1.
Dec 18 14:58:21 test kernel: [ 1236.989108] 138, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.004810] 139, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.004849] 140, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.040024] 141, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.045216] 142, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.080142] 143, L1: 1.
Dec 18 14:58:21 test kernel: [ 1237.092833] 144, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.219152] 145, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.226103] 146, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241757] 147, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241836] 148, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241863] 149, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241895] [Hermes] Exit Field [6400] -> Value [100000000000]. Reason: [1c].
Dec 18 14:58:22 test kernel: [ 1237.241914] 150, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241916] [Hermes] Entry Field [6400] -> Value [100000000000].
Dec 18 14:58:22 test kernel: [ 1237.241955] 151, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.241986] 152, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242012] 153, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242038] 154, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242064] 155, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242091] 156, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242391] 157, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242418] 158, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.242470] 159, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358556] 160, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358595] 161, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358628] 162, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358655] 163, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358681] 164, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358708] 165, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358739] 166, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358768] 167, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358805] 168, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358889] 169, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358913] 170, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358940] 171, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.358983] 172, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359009] 173, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359035] 174, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359059] 175, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359084] 176, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359109] 177, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359133] 178, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359157] 179, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359182] 180, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359207] 181, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359234] 182, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359258] 183, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359281] 184, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359305] 185, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359329] 186, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359354] 187, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359380] 188, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359405] 189, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359430] 190, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359456] 191, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359482] 192, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359506] 193, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359531] 194, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359556] 195, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359581] 196, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359607] 197, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359632] 198, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359656] 199, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359681] 200, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359707] 201, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359730] 202, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359754] 203, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359780] 204, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359806] 205, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359836] 206, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359864] 207, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359890] 208, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359916] 209, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359945] 210, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.359976] 211, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360002] 212, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360027] 213, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360053] 214, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360078] 215, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360102] 216, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360125] 217, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360151] 218, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360174] 219, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360795] 220, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360819] 221, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360846] 222, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360871] 223, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360894] 224, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360919] 225, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360942] 226, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360965] 227, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.360989] 228, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361012] 229, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361035] 230, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361059] 231, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361082] 232, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361105] 233, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361129] 234, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361152] 235, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361176] 236, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361200] 237, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361225] 238, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361248] 239, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361274] 240, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361298] 241, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361321] 242, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361344] 243, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361368] 244, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361391] 245, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361414] 246, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361438] 247, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361461] 248, L1: 1.
Dec 18 14:58:22 test kernel: [ 1237.361487] 249, L1: 1.
