Dec 18 16:12:58 test kernel: [ 5714.130451] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:12:58 test kernel: [ 5714.130486] [HAVFUZZ] Opened
Dec 18 16:13:43 test kernel: [ 5758.897859] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:13:43 test kernel: [ 5758.968261] [Trace KVM] Buffer reset
Dec 18 16:13:43 test kernel: [ 5758.968268] [TRACE_KVM] Buffer size changed
Dec 18 16:13:43 test kernel: [ 5758.968276] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:13:43 test kernel: [ 5758.968278] [TRACE_KVM] gran exit set to 0.
Dec 18 16:13:43 test kernel: [ 5758.968280] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:13:43 test kernel: [ 5758.968281] [TRACE_KVM] tracing enabled
Dec 18 16:13:43 test kernel: [ 5758.968667] 0, L1: 1.
Dec 18 16:13:43 test kernel: [ 5758.969367] 1, L1: 1.
Dec 18 16:13:43 test kernel: [ 5758.973885] 2, L1: 1.
Dec 18 16:13:43 test kernel: [ 5758.992730] 3, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.022481] 4, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.037312] 5, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.037625] 6, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.054308] 7, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.060631] 8, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.126985] 9, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.127128] 10, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.128227] 11, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.138612] 12, L1: 1.
Dec 18 16:13:43 test kernel: [ 5759.213095] 13, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.237714] 14, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.250247] 15, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.251127] 16, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.251450] 17, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.251710] 18, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.251949] 19, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.252526] 20, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.252784] 21, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.253458] 22, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.257524] 23, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.292701] 24, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.292826] 25, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.292939] 26, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.329493] 27, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.329559] 28, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.332061] 29, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.332102] 30, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.377710] 31, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.379090] 32, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.385538] 33, L1: 1.
Dec 18 16:13:44 test kernel: [ 5759.387037] 34, L1: 1.
