Dec 19 10:41:35 test kernel: [72230.321464] [TRACE_KVM] Buffer & to_replay created
Dec 19 10:41:35 test kernel: [72230.321497] [HAVFUZZ] Opened
Dec 19 10:42:08 test kernel: [72263.224398] [TRACE_KVM] The trarget vcpu is 3
Dec 19 10:42:08 test kernel: [72263.298020] [Trace KVM] Buffer reset
Dec 19 10:42:08 test kernel: [72263.298027] [TRACE_KVM] Buffer size changed
Dec 19 10:42:08 test kernel: [72263.298037] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 19 10:42:08 test kernel: [72263.298039] [TRACE_KVM] gran exit set to 0.
Dec 19 10:42:08 test kernel: [72263.298041] [TRACE_KVM] Control_execution set to 1.
Dec 19 10:42:08 test kernel: [72263.298042] [TRACE_KVM] tracing enabled
Dec 19 10:42:08 test kernel: [72263.369134] 0, L1: 1.
Dec 19 10:42:08 test kernel: [72263.452628] 1, L1: 1.
Dec 19 10:42:08 test kernel: [72263.453381] 2, L1: 1.
Dec 19 10:42:08 test kernel: [72263.455180] 3, L1: 1.
Dec 19 10:42:08 test kernel: [72263.455335] 4, L1: 1.
Dec 19 10:42:08 test kernel: [72263.484187] 5, L1: 1.
Dec 19 10:42:08 test kernel: [72263.491227] 6, L1: 1.
Dec 19 10:42:08 test kernel: [72263.491404] 7, L1: 1.
Dec 19 10:42:08 test kernel: [72263.492333] 8, L1: 1.
Dec 19 10:42:08 test kernel: [72263.492370] 9, L1: 1.
Dec 19 10:42:08 test kernel: [72263.492397] 10, L1: 1.
Dec 19 10:42:08 test kernel: [72263.503503] 11, L1: 1.
Dec 19 10:42:08 test kernel: [72263.503628] 12, L1: 1.
Dec 19 10:42:08 test kernel: [72263.504064] 13, L1: 1.
Dec 19 10:42:08 test kernel: [72263.504401] 14, L1: 1.
Dec 19 10:42:08 test kernel: [72263.504435] 15, L1: 1.
Dec 19 10:42:08 test kernel: [72263.507618] 16, L1: 1.
Dec 19 10:42:08 test kernel: [72263.507651] 17, L1: 1.
Dec 19 10:42:08 test kernel: [72263.507712] 18, L1: 1.
Dec 19 10:42:08 test kernel: [72263.540606] 19, L1: 1.
Dec 19 10:42:08 test kernel: [72263.562155] 20, L1: 1.
Dec 19 10:42:08 test kernel: [72263.637034] 21, L1: 1.
Dec 19 10:42:08 test kernel: [72263.638374] 22, L1: 1.
Dec 19 10:42:08 test kernel: [72263.638698] 23, L1: 1.
Dec 19 10:42:08 test kernel: [72263.639477] 24, L1: 1.
Dec 19 10:42:08 test kernel: [72263.639826] 25, L1: 1.
Dec 19 10:42:08 test kernel: [72263.640108] 26, L1: 1.
Dec 19 10:42:08 test kernel: [72263.640707] 27, L1: 1.
Dec 19 10:42:08 test kernel: [72263.640970] 28, L1: 1.
Dec 19 10:42:08 test kernel: [72263.641563] 29, L1: 1.
Dec 19 10:42:08 test kernel: [72263.671417] 30, L1: 1.
Dec 19 10:42:08 test kernel: [72263.671753] 31, L1: 1.
Dec 19 10:42:08 test kernel: [72263.673819] 32, L1: 1.
Dec 19 10:42:08 test kernel: [72263.684612] 33, L1: 1.
Dec 19 10:42:08 test kernel: [72263.702509] 34, L1: 1.
Dec 19 10:42:08 test kernel: [72263.709750] 35, L1: 1.
Dec 19 10:42:08 test kernel: [72263.711836] 36, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728769] 37, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728803] 38, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728828] 39, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728852] 40, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728876] 41, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728902] 42, L1: 1.
Dec 19 10:42:08 test kernel: [72263.728926] 43, L1: 1.
Dec 19 10:42:08 test kernel: [72263.731325] 44, L1: 1.
Dec 19 10:42:08 test kernel: [72263.731354] 45, L1: 1.
Dec 19 10:42:08 test kernel: [72263.731384] 46, L1: 1.
Dec 19 10:42:08 test kernel: [72263.734323] 47, L1: 1.
Dec 19 10:42:08 test kernel: [72263.773347] 48, L1: 1.
