Dec 18 16:23:17 test kernel: [ 6332.803339] [TRACE_KVM] Buffer & to_replay created
Dec 18 16:23:17 test kernel: [ 6332.803374] [HAVFUZZ] Opened
Dec 18 16:23:49 test kernel: [ 6364.242824] [TRACE_KVM] The trarget vcpu is 3
Dec 18 16:23:49 test kernel: [ 6364.313009] [Trace KVM] Buffer reset
Dec 18 16:23:49 test kernel: [ 6364.313014] [TRACE_KVM] Buffer size changed
Dec 18 16:23:49 test kernel: [ 6364.313021] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 16:23:49 test kernel: [ 6364.313024] [TRACE_KVM] gran exit set to 0.
Dec 18 16:23:49 test kernel: [ 6364.313026] [TRACE_KVM] Control_execution set to 1.
Dec 18 16:23:49 test kernel: [ 6364.313027] [TRACE_KVM] tracing enabled
Dec 18 16:23:49 test kernel: [ 6364.332606] 0, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.336490] 1, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.387576] 2, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.387884] 3, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.405106] 4, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.424616] 5, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.440898] 6, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.440967] 7, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.443139] 8, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.443168] 9, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.443193] 10, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.443536] 11, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.447339] 12, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.492803] 13, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.493003] 14, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.494041] 15, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.495874] 16, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.509709] 17, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.509914] 18, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.509954] 19, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.512647] 20, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.553333] 21, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.554371] 22, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.554530] 23, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.554600] 24, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.554661] 25, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.554723] 26, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.555079] 27, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.555111] 28, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.555873] 29, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.593434] 30, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.593465] 31, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.593493] 32, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.594009] 33, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.594420] 34, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.595540] 35, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.595573] 36, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.595814] 37, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.634528] 38, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.652638] 39, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.653142] 40, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.745357] 41, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.780799] 42, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.782811] 43, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.783347] 44, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.785134] 45, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.787238] 46, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.800605] 47, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.828612] 48, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.828692] 49, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.852370] 50, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.856174] 51, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.856472] 52, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.861086] 53, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.861676] 54, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.876628] 55, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.879018] 56, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.879125] 57, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.882074] 58, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.906038] 59, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.932875] 60, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933308] 61, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933338] 62, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933364] 63, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933389] 64, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933413] 65, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933439] 66, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933462] 67, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933892] 68, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933918] 69, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.933944] 70, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.934147] 71, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.934175] 72, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.934201] 73, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.948603] 74, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.960609] 75, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.985587] 76, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.985940] 77, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987475] 78, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987506] 79, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987534] 80, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987561] 81, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987588] 82, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987615] 83, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.987641] 84, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.988472] 85, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.988501] 86, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.988528] 87, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.996880] 88, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.997044] 89, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.997075] 90, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.997104] 91, L1: 1.
Dec 18 16:23:49 test kernel: [ 6364.997391] 92, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.001378] 93, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.001483] 94, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.001512] 95, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002208] 96, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002237] 97, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002264] 98, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002498] 99, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002528] 100, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.002555] 101, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.016604] 102, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.016946] 103, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.052605] 104, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.064612] 105, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.064772] 106, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.081047] 107, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.082118] 108, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.199387] 109, L1: 1.
Dec 18 16:23:49 test kernel: [ 6365.200292] 110, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221362] 111, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221402] 112, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221431] 113, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221457] 114, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221482] 115, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221508] 116, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221533] 117, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221759] 118, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221787] 119, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.221813] 120, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.222021] 121, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.232402] 122, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.249184] 123, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252114] 124, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252146] 125, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252172] 126, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252196] 127, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252220] 128, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252244] 129, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252268] 130, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252720] 131, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252752] 132, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.252776] 133, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.280609] 134, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.280848] 135, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.308839] 136, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.324879] 137, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325084] 138, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325113] 139, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325140] 140, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325164] 141, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325189] 142, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325213] 143, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.325239] 144, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.326046] 145, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.326157] 146, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.326184] 147, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.331973] 148, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.490044] 149, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.501934] 150, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.502065] 151, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.521310] 152, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.576760] 153, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.576880] 154, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.576928] 155, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.576972] 156, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.577016] 157, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.577060] 158, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.577104] 159, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.592778] 160, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.592888] 161, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.645745] 162, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.651145] 163, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.691326] 164, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.714977] 165, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.810485] 166, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.811918] 167, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.849566] 168, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.849654] 169, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.849684] 170, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.849715] [Hermes] Exit Field [2806] -> Value [8001103b]. Reason: [1c].
Dec 18 16:23:50 test kernel: [ 6365.849732] 171, L1: 1.
Dec 18 16:23:50 test kernel: [ 6365.849734] [Hermes] Entry Field [2806] -> Value [8001103b].
Dec 18 16:23:53 test kernel: [ 6368.849826] [TRACE_KVM] tracing disabled
Dec 18 16:23:53 test kernel: [ 6368.849832] [TRACE_KVM] Control_execution set to 0.
Dec 18 16:23:53 test kernel: [ 6368.850200] [TRACE_KVM] Buffer copied 
Dec 18 16:23:53 test kernel: [ 6368.853501] [HAVFUZZ] Released
Dec 18 16:23:53 test kernel: [ 6368.855399] [Trace KVM] Buffer released
