Dec 18 18:07:00 test kernel: [12555.660968] [TRACE_KVM] Buffer & to_replay created
Dec 18 18:07:00 test kernel: [12555.661004] [HAVFUZZ] Opened
Dec 18 18:07:31 test kernel: [12586.499316] [TRACE_KVM] The trarget vcpu is 3
Dec 18 18:07:31 test kernel: [12586.567753] [Trace KVM] Buffer reset
Dec 18 18:07:31 test kernel: [12586.567760] [TRACE_KVM] Buffer size changed
Dec 18 18:07:31 test kernel: [12586.567769] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 18:07:31 test kernel: [12586.567772] [TRACE_KVM] gran exit set to 0.
Dec 18 18:07:31 test kernel: [12586.567773] [TRACE_KVM] Control_execution set to 1.
Dec 18 18:07:31 test kernel: [12586.567775] [TRACE_KVM] tracing enabled
Dec 18 18:07:31 test kernel: [12586.579280] 0, L1: 1.
Dec 18 18:07:31 test kernel: [12586.615612] 1, L1: 1.
Dec 18 18:07:31 test kernel: [12586.627866] 2, L1: 1.
Dec 18 18:07:31 test kernel: [12586.632212] 3, L1: 1.
Dec 18 18:07:31 test kernel: [12586.635189] 4, L1: 1.
Dec 18 18:07:31 test kernel: [12586.704614] 5, L1: 1.
Dec 18 18:07:31 test kernel: [12586.713409] 6, L1: 1.
Dec 18 18:07:31 test kernel: [12586.713587] 7, L1: 1.
Dec 18 18:07:31 test kernel: [12586.744607] 8, L1: 1.
Dec 18 18:07:31 test kernel: [12586.768808] 9, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770403] 10, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770444] 11, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770780] 12, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770865] 13, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770926] 14, L1: 1.
Dec 18 18:07:31 test kernel: [12586.770955] 15, L1: 1.
Dec 18 18:07:31 test kernel: [12586.771044] 16, L1: 1.
Dec 18 18:07:31 test kernel: [12586.772745] 17, L1: 1.
Dec 18 18:07:31 test kernel: [12586.774175] 18, L1: 1.
Dec 18 18:07:31 test kernel: [12586.775333] 19, L1: 1.
Dec 18 18:07:31 test kernel: [12586.805065] 20, L1: 1.
Dec 18 18:07:31 test kernel: [12586.805575] 21, L1: 1.
Dec 18 18:07:31 test kernel: [12586.848619] 22, L1: 1.
Dec 18 18:07:31 test kernel: [12586.860930] 23, L1: 1.
Dec 18 18:07:31 test kernel: [12586.876626] 24, L1: 1.
Dec 18 18:07:31 test kernel: [12586.924616] 25, L1: 1.
Dec 18 18:07:31 test kernel: [12586.925000] 26, L1: 1.
Dec 18 18:07:31 test kernel: [12586.952722] 27, L1: 1.
Dec 18 18:07:31 test kernel: [12586.960657] 28, L1: 1.
Dec 18 18:07:31 test kernel: [12586.966892] 29, L1: 1.
Dec 18 18:07:31 test kernel: [12586.968066] 30, L1: 1.
Dec 18 18:07:31 test kernel: [12586.973410] 31, L1: 1.
Dec 18 18:07:31 test kernel: [12586.977668] 32, L1: 1.
Dec 18 18:07:31 test kernel: [12587.013450] 33, L1: 1.
Dec 18 18:07:31 test kernel: [12587.033409] 34, L1: 1.
Dec 18 18:07:31 test kernel: [12587.044620] 35, L1: 1.
Dec 18 18:07:31 test kernel: [12587.079225] 36, L1: 1.
Dec 18 18:07:31 test kernel: [12587.079367] 37, L1: 1.
Dec 18 18:07:31 test kernel: [12587.092614] 38, L1: 1.
Dec 18 18:07:31 test kernel: [12587.093411] 39, L1: 1.
Dec 18 18:07:31 test kernel: [12587.100626] 40, L1: 1.
Dec 18 18:07:31 test kernel: [12587.103309] 41, L1: 1.
Dec 18 18:07:31 test kernel: [12587.103383] 42, L1: 1.
Dec 18 18:07:31 test kernel: [12587.114809] 43, L1: 1.
Dec 18 18:07:31 test kernel: [12587.115144] 44, L1: 1.
Dec 18 18:07:31 test kernel: [12587.124461] 45, L1: 1.
Dec 18 18:07:31 test kernel: [12587.125226] 46, L1: 1.
Dec 18 18:07:31 test kernel: [12587.125321] 47, L1: 1.
Dec 18 18:07:31 test kernel: [12587.125385] 48, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129416] 49, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129453] 50, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129482] 51, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129506] 52, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129530] 53, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129554] 54, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129578] 55, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129801] 56, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129833] 57, L1: 1.
Dec 18 18:07:31 test kernel: [12587.129857] 58, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130251] 59, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130281] 60, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130306] 61, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130331] 62, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130355] 63, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130378] 64, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130404] 65, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130564] 66, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130594] 67, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130618] 68, L1: 1.
Dec 18 18:07:31 test kernel: [12587.130794] 69, L1: 1.
Dec 18 18:07:31 test kernel: [12587.136731] 70, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139200] 71, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139602] 72, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139727] 73, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139755] 74, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139779] 75, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139805] 76, L1: 1.
Dec 18 18:07:31 test kernel: [12587.139831] 77, L1: 1.
Dec 18 18:07:31 test kernel: [12587.141472] 78, L1: 1.
Dec 18 18:07:31 test kernel: [12587.141508] 79, L1: 1.
Dec 18 18:07:31 test kernel: [12587.141534] 80, L1: 1.
Dec 18 18:07:31 test kernel: [12587.142417] 81, L1: 1.
Dec 18 18:07:31 test kernel: [12587.142755] 82, L1: 1.
