Dec 19 09:10:15 test kernel: [66750.911071] [TRACE_KVM] Buffer & to_replay created
Dec 19 09:10:15 test kernel: [66750.911106] [HAVFUZZ] Opened
Dec 19 09:11:14 test kernel: [66809.307423] [TRACE_KVM] The trarget vcpu is 3
Dec 19 09:11:14 test kernel: [66809.377164] [Trace KVM] Buffer reset
Dec 19 09:11:14 test kernel: [66809.377170] [TRACE_KVM] Buffer size changed
Dec 19 09:11:14 test kernel: [66809.377180] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 19 09:11:14 test kernel: [66809.377182] [TRACE_KVM] gran exit set to 0.
Dec 19 09:11:14 test kernel: [66809.377183] [TRACE_KVM] Control_execution set to 1.
Dec 19 09:11:14 test kernel: [66809.377185] [TRACE_KVM] tracing enabled
Dec 19 09:11:14 test kernel: [66809.409046] 0, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412538] 1, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412570] 2, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412611] 3, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412648] 4, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412682] 5, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412720] 6, L1: 1.
Dec 19 09:11:14 test kernel: [66809.412746] 7, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416436] 8, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416466] 9, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416491] 10, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416699] 11, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416738] 12, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416779] 13, L1: 1.
Dec 19 09:11:14 test kernel: [66809.416818] 14, L1: 1.
Dec 19 09:11:14 test kernel: [66809.444946] 15, L1: 1.
Dec 19 09:11:14 test kernel: [66809.474564] 16, L1: 1.
Dec 19 09:11:14 test kernel: [66809.488608] 17, L1: 1.
Dec 19 09:11:14 test kernel: [66809.488899] 18, L1: 1.
Dec 19 09:11:14 test kernel: [66809.489957] 19, L1: 1.
Dec 19 09:11:14 test kernel: [66809.490427] 20, L1: 1.
Dec 19 09:11:14 test kernel: [66809.518289] 21, L1: 1.
Dec 19 09:11:14 test kernel: [66809.533013] 22, L1: 1.
