Dec 18 17:11:33 test kernel: [ 9229.147290] [TRACE_KVM] Buffer & to_replay created
Dec 18 17:11:33 test kernel: [ 9229.147325] [HAVFUZZ] Opened
Dec 18 17:12:05 test kernel: [ 9261.089634] [TRACE_KVM] The trarget vcpu is 3
Dec 18 17:12:05 test kernel: [ 9261.158937] [Trace KVM] Buffer reset
Dec 18 17:12:05 test kernel: [ 9261.158945] [TRACE_KVM] Buffer size changed
Dec 18 17:12:05 test kernel: [ 9261.158951] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 18 17:12:05 test kernel: [ 9261.158954] [TRACE_KVM] gran exit set to 0.
Dec 18 17:12:05 test kernel: [ 9261.158955] [TRACE_KVM] Control_execution set to 1.
Dec 18 17:12:05 test kernel: [ 9261.158957] [TRACE_KVM] tracing enabled
Dec 18 17:12:05 test kernel: [ 9261.164822] 0, L1: 1.
Dec 18 17:12:05 test kernel: [ 9261.168460] 1, L1: 1.
Dec 18 17:12:05 test kernel: [ 9261.169251] 2, L1: 1.
Dec 18 17:12:05 test kernel: [ 9261.184610] 3, L1: 1.
Dec 18 17:12:05 test kernel: [ 9261.212618] 4, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.216780] 5, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.216891] 6, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.217361] 7, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.217822] 8, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.249051] 9, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.260607] 10, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.272947] 11, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.276792] 12, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.279140] 13, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.314701] 14, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.314917] 15, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.336621] 16, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.369027] 17, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.369094] 18, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.370324] 19, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.383566] 20, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.384365] 21, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.424606] 22, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.424879] 23, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.425329] 24, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.441079] 25, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.441753] 26, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.462010] 27, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.463063] 28, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.472613] 29, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.485269] 30, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.500607] 31, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.593230] 32, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.594043] 33, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.595149] 34, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.595954] 35, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.596398] 36, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.596457] 37, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.596895] 38, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.597288] 39, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.597676] 40, L1: 1.
Dec 18 17:12:06 test kernel: [ 9261.599211] 41, L1: 1.
